name,RA,Dec,l,b,x,y
2FHL J1741.2-4021,265.3129167,-40.36,,,,
2FHL J1714.1-4012,258.525,-40.21,,,,
2FHL J1713.5-3945e,258.39,-39.76,,,,
2FHL J1443.9-3909,220.9970833,-39.16,,,,
2FHL J1440.7-3847,220.1958333,-38.79,,,,
2FHL J0428.7-3755,67.17666667,-37.93,,,,
2FHL J0334.1-3729,53.535,-37.48,,,,
2FHL J0853.1-3657,133.28,-36.96,,,,
2FHL J0237.6-3605,39.4025,-36.1,,,,
2FHL J1125.6-3555,171.4191667,-35.93,,,,
2FHL J0626.9-3528,96.73916667,-35.48,,,,
2FHL J1823.6-3454,275.9,-34.9,,,,
2FHL J1637.8-3448,249.4670833,-34.8,,,,
2FHL J1155.5-3417,178.8979167,-34.3,,,,
2FHL J0114.9-3359,18.73416667,-33.99,,,,
2FHL J0536.4-3342,84.12,-33.71,,,,
2FHL J1427.7-3215,216.9291667,-32.27,,,,
2FHL J0550.7-3212,87.6825,-32.21,,,,
2FHL J0649.6-3139,102.4041667,-31.65,,,,
2FHL J1130.8-3137,172.7070833,-31.63,,,,
2FHL J0858.0-3130,134.5091667,-31.51,,,,
2FHL J1010.2-3119,152.5641667,-31.32,,,,
2FHL J0238.4-3116,39.62416667,-31.27,,,,
2FHL J1745.1-3035,266.2858333,-30.59,,,,
2FHL J2158.8-3013,329.7179167,-30.22,,,,
2FHL J1958.3-3011,299.5979167,-30.2,,,,
2FHL J1745.7-2900,266.4270833,-29.01,,,,
2FHL J0819.9-2805,124.9920833,-28.09,,,,
2FHL J1517.9-2732,229.4979167,-27.55,,,,
2FHL J1136.5-2721,174.1391667,-27.35,,,,
2FHL J0120.5-2702,20.12541667,-27.04,,,,
2FHL J1447.0-2658,221.7620833,-26.98,,,,
2FHL J1712.6-2622,258.165,-26.37,,,,
2FHL J0622.4-2604,95.60416667,-26.08,,,,
2FHL J1406.2-2507,211.5541667,-25.13,,,,
2FHL J0440.3-2458,70.09375,-24.98,,,,
2FHL J0054.8-2455,13.70083333,-24.92,,,,
2FHL J1517.7-2421,229.4291667,-24.35,,,,
2FHL J1829.0-2417,277.2541667,-24.29,,,,
2FHL J0303.3-2407,45.84875,-24.12,,,,
2FHL J0631.0-2406,97.75416667,-24.1,,,,
2FHL J1801.7-2358,270.4458333,-23.98,,,,
2FHL J0846.8-2333,131.7070833,-23.56,,,,
2FHL J1104.0-2331,166.0079167,-23.53,,,,
2FHL J1801.3-2326e,270.34,-23.44,,,,
2FHL J0456.9-2323,74.2425,-23.39,,,,
2FHL J0123.7-2308,20.93,-23.15,,,,
2FHL J1548.7-2249,237.1879167,-22.82,,,,
2FHL J0825.9-2230,126.495,-22.5,,,,
2FHL J1944.9-2144,296.2408333,-21.74,,,,
2FHL J1805.6-2136e,271.41,-21.61,,,,
2FHL J0913.1-2058,138.285,-20.97,,,,
2FHL J1713.9-2027,258.495,-20.46,,,,
2FHL J0630.2-2013,97.56583333,-20.22,,,,
2FHL J1917.7-1921,289.44,-19.36,,,,
2FHL J0033.6-1921,8.411666667,-19.36,,,,
2FHL J2058.6-1832,314.6570833,-18.55,,,,
2FHL J1027.0-1749,156.7520833,-17.83,,,,
2FHL J2000.9-1749,300.2391667,-17.82,,,,
2FHL J1744.9-1722,266.235,-17.38,,,,
2FHL J1137.9-1710,174.4791667,-17.17,,,,
2FHL J1849.2-1646,282.3158333,-16.78,,,,
2FHL J0326.0-1644,51.5175,-16.74,,,,
2FHL J2321.6-1616,350.4041667,-16.28,,,,
2FHL J1921.9-1607,290.4779167,-16.12,,,,
2FHL J1503.7-1539,225.9308333,-15.67,,,,
2FHL J0709.3-1526,107.3279167,-15.45,,,,
2FHL J1826.3-1450,276.5841667,-14.84,,,,
2FHL J1147.0-1437,176.7608333,-14.63,,,,
2FHL J2236.4-1433,339.1220833,-14.56,,,,
2FHL J1635.4-1414,248.8679167,-14.24,,,,
2FHL J2150.3-1411,327.5791667,-14.2,,,,
2FHL J1824.5-1350e,276.13,-13.85,,,,
2FHL J2146.6-1343,326.6670833,-13.72,,,,
2FHL J0816.3-1311,124.0820833,-13.19,,,,
2FHL J0639.9-1252,99.98416667,-12.87,,,,
2FHL J2243.7-1233,340.94,-12.55,,,,
2FHL J0349.3-1158,57.34458333,-11.98,,,,
2FHL J0141.3-0927,25.33625,-9.46,,,,
2FHL J2131.4-0914,322.8720833,-9.24,,,,
2FHL J1512.7-0906,228.195,-9.1,,,,
2FHL J2016.5-0904,304.13,-9.08,,,,
2FHL J1748.5-0853,267.1491667,-8.89,,,,
2FHL J1834.5-0846e,278.64,-8.78,,,,
2FHL J0952.9-0841,148.2470833,-8.7,,,,
2FHL J1745.4-0752,266.3720833,-7.88,,,,
2FHL J1837.4-0717,279.3629167,-7.3,,,,
2FHL J1839.5-0705,279.8758333,-7.08,,,,
2FHL J1834.6-0701,278.6508333,-7.02,,,,
2FHL J1549.8-0659,237.4720833,-6.99,,,,
2FHL J1836.5-0655e,279.14,-6.92,,,,
2FHL J1256.2-0548,194.06,-5.8,,,,
2FHL J1840.9-0532e,280.23,-5.55,,,,
2FHL J1704.7-0528,256.1979167,-5.47,,,,
2FHL J2209.8-0451,332.455,-4.86,,,,
2FHL J0803.3-0336,120.8470833,-3.6,,,,
2FHL J1445.1-0329,221.2820833,-3.49,,,,
2FHL J1418.3-0235,214.5820833,-2.59,,,,
2FHL J1233.8-0145,188.46,-1.76,,,,
2FHL J1022.7-0112,155.6870833,-1.21,,,,
2FHL J0304.5-0054,46.13666667,-0.92,,,,
2FHL J2153.1-0041,328.2979167,-0.69,,,,
2FHL J0022.0+0006,5.5,0.11,,,,
2FHL J0416.9+0105,64.23208333,1.09,,,,
2FHL J0811.6+0146,122.9108333,1.77,,,,
2FHL J0152.8+0146,28.20125,1.78,,,,
2FHL J0326.3+0227,51.58875,2.46,,,,
2FHL J0811.9+0238,122.9791667,2.64,,,,
2FHL J0705.9+0245,106.4858333,2.75,,,,
2FHL J1856.8+0256,284.2070833,2.94,,,,
2FHL J1917.9+0331,289.4820833,3.53,,,,
2FHL J1811.3+0342,272.845,3.71,,,,
2FHL J0509.5+0541,77.38041667,5.69,,,,
2FHL J1933.3+0725,293.3479167,7.43,,,,
2FHL J1506.8+0813,226.7041667,8.22,,,,
2FHL J2112.8+0819,318.2029167,8.32,,,,
2FHL J1911.0+0905,287.7558333,9.09,,,,
2FHL J0316.1+0905,49.04125,9.09,,,,
2FHL J1949.5+0907,297.395,9.12,,,,
2FHL J0434.7+0919,68.68041667,9.33,,,,
2FHL J1931.1+0937,292.7879167,9.63,,,,
2FHL J0756.8+0955,119.2120833,9.92,,,,
2FHL J1942.8+1033,295.7070833,10.56,,,,
2FHL J0211.2+1050,32.80166667,10.85,,,,
2FHL J1555.7+1111,238.9320833,11.18,,,,
2FHL J0847.2+1133,131.8141667,11.57,,,,
2FHL J1725.1+1154,261.2808333,11.9,,,,
2FHL J1442.9+1159,220.7329167,12,,,,
2FHL J1230.8+1225,187.7041667,12.43,,,,
2FHL J0600.2+1243,90.06416667,12.73,,,,
2FHL J0114.4+1323,18.62125,13.39,,,,
2FHL J0905.7+1359,136.4308333,13.99,,,,
2FHL J1923.2+1408e,290.82,14.14,,,,
2FHL J2314.0+1445,348.5120833,14.75,,,,
2FHL J0648.6+1516,102.1741667,15.28,,,,
2FHL J0515.5+1530,78.88833333,15.5,,,,
2FHL J2245.8+1543,341.4729167,15.73,,,,
2FHL J2254.0+1613,343.5041667,16.23,,,,
2FHL J0238.8+1631,39.71666667,16.53,,,,
2FHL J0738.6+1741,114.6658333,17.68,,,,
2FHL J0319.7+1849,49.92791667,18.82,,,,
2FHL J1743.9+1933,265.9920833,19.55,,,,
2FHL J1145.0+1935,176.2729167,19.59,,,,
2FHL J0422.9+1947,65.72541667,19.79,,,,
2FHL J1116.9+2014,169.2308333,20.23,,,,
2FHL J2243.8+2019,340.9608333,20.33,,,,
2FHL J1736.1+2033,264.0329167,20.55,,,,
2FHL J0650.5+2056,102.6320833,20.93,,,,
2FHL J0521.7+2112,80.43833333,21.21,,,,
2FHL J1944.1+2117,296.0291667,21.3,,,,
2FHL J1224.7+2124,186.1979167,21.41,,,,
2FHL J0045.2+2127,11.31625,21.46,,,,
2FHL J0534.5+2201,83.63416667,22.02,,,,
2FHL J0617.2+2234e,94.31,22.58,,,,
2FHL J0322.0+2338,50.52083333,23.64,,,,
2FHL J1427.0+2348,216.7579167,23.8,,,,
2FHL J1224.4+2435,186.1008333,24.6,,,,
2FHL J0650.7+2502,102.6970833,25.05,,,,
2FHL J0115.8+2519,18.95208333,25.33,,,,
2FHL J1418.0+2543,214.5041667,25.73,,,,
2FHL J0620.6+2644,95.17458333,26.75,,,,
2FHL J0534.1+2753,83.52541667,27.89,,,,
2FHL J2317.8+2838,349.4658333,28.64,,,,
2FHL J1231.7+2848,187.9279167,28.8,,,,
2FHL J0433.6+2907,68.42125,29.13,,,,
2FHL J0333.7+2916,53.44333333,29.28,,,,
2FHL J0915.9+2931,138.995,29.53,,,,
2FHL J0018.5+2947,4.635416667,29.79,,,,
2FHL J1217.9+3006,184.475,30.1,,,,
2FHL J1221.3+3009,185.3370833,30.16,,,,
2FHL J1754.2+3211,268.5720833,32.19,,,,
2FHL J0622.9+3325,95.735,33.43,,,,
2FHL J0910.4+3327,137.6041667,33.46,,,,
2FHL J2116.1+3339,319.025,33.66,,,,
2FHL J0043.9+3424,10.97541667,34.41,,,,
2FHL J2322.5+3436,350.6279167,34.61,,,,
2FHL J2343.5+3438,355.8979167,34.65,,,,
2FHL J0809.5+3458,122.3879167,34.97,,,,
2FHL J0906.8+3530,136.7129167,35.51,,,,
2FHL J0221.1+3556,35.285,35.93,,,,
2FHL J1448.1+3607,222.035,36.13,,,,
2FHL J0313.0+3614,48.25791667,36.23,,,,
2FHL J1904.9+3627,286,36.46,,,,
2FHL J1243.2+3627,190.815,36.46,,,,
2FHL J1516.1+3702,229.0470833,37.04,,,,
2FHL J2304.7+3706,346.1758333,37.11,,,,
2FHL J2016.2+3713,304.0679167,37.22,,,,
2FHL J0706.5+3744,106.63,37.74,,,,
2FHL J2329.2+3754,352.3079167,37.92,,,,
2FHL J1104.4+3812,166.12,38.21,,,,
2FHL J2249.9+3826,342.4991667,38.44,,,,
2FHL J0601.0+3837,90.26125,38.63,,,,
2FHL J0136.5+3906,24.12708333,39.11,,,,
2FHL J2124.0+3931,321.0241667,39.53,,,,
2FHL J1653.9+3945,253.4758333,39.75,,,,
2FHL J2021.0+4031e,305.27,40.52,,,,
2FHL J0040.3+4049,10.095,40.83,,,,
2FHL J2028.6+4110e,307.17,41.17,,,,
2FHL J0316.6+4120,49.175,41.33,,,,
2FHL J0319.8+4131,49.96708333,41.52,,,,
2FHL J0423.9+4148,65.98666667,41.81,,,,
2FHL J1150.5+4153,177.6320833,41.89,,,,
2FHL J2323.8+4209,350.9720833,42.16,,,,
2FHL J1120.8+4212,170.2070833,42.2,,,,
2FHL J2202.7+4216,330.6958333,42.28,,,,
2FHL J1428.5+4239,217.1341667,42.66,,,,
2FHL J0222.6+4301,35.66708333,43.03,,,,
2FHL J1309.5+4305,197.3829167,43.09,,,,
2FHL J2001.2+4352,300.3108333,43.88,,,,
2FHL J2247.9+4413,341.9820833,44.22,,,,
2FHL J0648.5+4438,102.1491667,44.64,,,,
2FHL J0950.2+4553,147.56,45.9,,,,
2FHL J0008.1+4709,2.04375,47.16,,,,
2FHL J0607.3+4738,91.82833333,47.65,,,,
2FHL J1838.9+4802,279.7358333,48.05,,,,
2FHL J1312.6+4828,198.1529167,48.48,,,,
2FHL J0850.0+4856,132.5029167,48.94,,,,
2FHL J0307.4+4917,46.85458333,49.29,,,,
2FHL J1015.0+4926,153.7679167,49.44,,,,
2FHL J1053.5+4930,163.3808333,49.51,,,,
2FHL J2056.7+4939,314.1929167,49.66,,,,
2FHL J1728.2+5013,262.065,50.22,,,,
2FHL J0009.3+5031,2.343333333,50.52,,,,
2FHL J1031.4+5052,157.8541667,50.88,,,,
2FHL J2347.1+5142,356.75,51.71,,,,
2FHL J0214.9+5149,33.73375,51.83,,,,
2FHL J0148.1+5201,27.04625,52.02,,,,
2FHL J0809.7+5218,122.4379167,52.31,,,,
2FHL J0500.4+5239,75.10291667,52.65,,,,
2FHL J1253.2+5301,193.3129167,53.03,,,,
2FHL J0601.9+5317,90.475,53.28,,,,
2FHL J0431.2+5342,67.82125,53.7,,,,
2FHL J0048.0+5449,12.0025,54.83,,,,
2FHL J1756.4+5522,269.1079167,55.37,,,,
2FHL J0957.6+5523,149.4141667,55.39,,,,
2FHL J1903.2+5540,285.8191667,55.68,,,,
2FHL J0431.2+5553e,67.82,55.89,,,,
2FHL J1058.5+5625,164.6458333,56.43,,,,
2FHL J1437.0+5639,219.2691667,56.66,,,,
2FHL J0617.3+5700,94.33458333,57.02,,,,
2FHL J1037.6+5710,159.4141667,57.17,,,,
2FHL J0816.4+5739,124.1220833,57.66,,,,
2FHL J0138.2+5811,24.55958333,58.2,,,,
2FHL J1248.1+5820,192.0470833,58.34,,,,
2FHL J0540.5+5822,85.145,58.38,,,,
2FHL J2323.4+5848,350.8741667,58.81,,,,
2FHL J0710.5+5908,107.6258333,59.14,,,,
2FHL J2321.1+5910,350.275,59.17,,,,
2FHL J0035.8+5949,8.9625,59.83,,,,
2FHL J0240.5+6113,40.12708333,61.22,,,,
2FHL J0506.1+6114,76.53416667,61.24,,,,
2FHL J0131.0+6120,22.77125,61.33,,,,
2FHL J1542.9+6129,235.7491667,61.5,,,,
2FHL J0442.6+6141,70.665,61.69,,,,
2FHL J1926.9+6155,291.7429167,61.92,,,,
2FHL J0425.1+6317,66.29708333,63.29,,,,
2FHL J0814.8+6424,123.7108333,64.41,,,,
2FHL J0205.4+6450,31.35625,64.84,,,,
2FHL J2000.1+6508,300.0308333,65.14,,,,
2FHL J1517.7+6526,229.4408333,65.44,,,,
2FHL J0958.3+6535,149.5770833,65.59,,,,
2FHL J0241.5+6544,40.37791667,65.74,,,,
2FHL J1404.9+6555,211.2379167,65.92,,,,
2FHL J0245.6+6605,41.40666667,66.1,,,,
2FHL J1136.8+6737,174.2170833,67.63,,,,
2FHL J0507.9+6737,76.98958333,67.63,,,,
2FHL J0110.1+6806,17.53583333,68.1,,,,
2FHL J1748.7+7004,267.1991667,70.08,,,,
2FHL J1136.5+7009,174.1420833,70.16,,,,
2FHL J0153.5+7113,28.375,71.23,,,,
2FHL J0721.9+7121,110.4829167,71.35,,,,
2FHL J1651.8+7218,252.9658333,72.31,,,,
2FHL J0744.2+7435,116.065,74.6,,,,
2FHL J1031.2+7441,157.8029167,74.69,,,,
2FHL J0952.2+7503,148.0608333,75.05,,,,
2FHL J0805.8+7534,121.4508333,75.57,,,,
2FHL J0214.9+7555,33.7475,75.93,,,,
2FHL J1630.0+7644,247.5179167,76.74,,,,
2FHL J1418.6+7731,214.655,77.53,,,,
2FHL J1801.2+7828,270.3058333,78.47,,,,
2FHL J2340.8+8014,355.2029167,80.24,,,,
2FHL J1540.5+8155,235.1320833,81.93,,,,
2FHL J0353.6+8258,58.42291667,82.97,,,,
