name,RA,Dec,l,b,x,y
2FHL J2112.5-8617,318.1441667,-86.3,,,,
2FHL J1026.9-8541,156.7420833,-85.7,,,,
2FHL J1130.4-7801,172.6158333,-78.02,,,,
2FHL J2352.0-7558,358.0191667,-75.97,,,,
2FHL J0810.6-7529,122.6641667,-75.49,,,,
2FHL J1922.4-7450,290.6058333,-74.84,,,,
2FHL J2040.9-7119,310.2470833,-71.32,,,,
2FHL J0213.9-6949,33.49375,-69.82,,,,
2FHL J0537.4-6908,84.37125,-69.14,,,,
2FHL J0352.7-6831,58.19541667,-68.52,,,,
2FHL J0526.6-6825e,81.65,-68.42,,,,
2FHL J1610.5-6650,242.645,-66.84,,,,
2FHL J1545.0-6641,236.265,-66.7,,,,
2FHL J1353.5-6640,208.3991667,-66.67,,,,
2FHL J0700.6-6609,105.1691667,-66.16,,,,
2FHL J0730.9-6600,112.74,-66.01,,,,
2FHL J1559.2-6433,239.8091667,-64.57,,,,
2FHL J1355.1-6420e,208.78,-64.34,,,,
2FHL J1303.4-6312e,195.75,-63.2,,,,
2FHL J0051.2-6242,12.82166667,-62.71,,,,
2FHL J2103.8-6233,315.9691667,-62.56,,,,
2FHL J1443.2-6221e,220.82,-62.35,,,,
2FHL J1507.4-6213,226.8558333,-62.23,,,,
2FHL J0331.3-6157,52.84291667,-61.96,,,,
2FHL J1112.1-6101e,168.04,-61.02,,,,
2FHL J1419.3-6047e,214.83,-60.8,,,,
2FHL J0525.8-6012,81.4625,-60.21,,,,
2FHL J1045.2-5942,161.3129167,-59.72,,,,
2FHL J1514.0-5915e,228.51,-59.26,,,,
2FHL J0143.8-5847,25.97166667,-58.8,,,,
2FHL J1842.3-5840,280.5991667,-58.68,,,,
2FHL J0244.9-5820,41.2275,-58.35,,,,
2FHL J1505.1-5808,226.2908333,-58.14,,,,
2FHL J0231.0-5755,37.7575,-57.92,,,,
2FHL J1022.0-5750,155.515,-57.84,,,,
2FHL J1954.9-5641,298.7458333,-56.69,,,,
2FHL J1552.3-5610,238.0870833,-56.17,,,,
2FHL J0845.7-5550,131.4470833,-55.84,,,,
2FHL J0543.9-5533,85.99916667,-55.56,,,,
2FHL J0506.9-5434,76.74291667,-54.57,,,,
2FHL J0157.0-5301,29.26,-53.03,,,,
2FHL J0209.3-5228,32.33666667,-52.48,,,,
2FHL J2221.4-5226,335.355,-52.44,,,,
2FHL J2246.5-5207,341.6470833,-52.13,,,,
2FHL J1615.3-5146e,243.83,-51.78,,,,
2FHL J1616.2-5054e,244.06,-50.91,,,,
2FHL J0310.4-5019,47.61708333,-50.33,,,,
2FHL J2322.7-4916,350.6979167,-49.27,,,,
2FHL J1603.9-4903,240.975,-49.06,,,,
2FHL J2009.4-4849,302.355,-48.82,,,,
2FHL J0604.3-4817,91.0875,-48.29,,,,
2FHL J0746.4-4757,116.6029167,-47.95,,,,
2FHL J1633.5-4746e,248.25,-47.77,,,,
2FHL J1733.8-4733,263.4591667,-47.57,,,,
2FHL J1328.6-4728,202.1529167,-47.48,,,,
2FHL J1959.6-4725,299.9208333,-47.43,,,,
2FHL J1936.9-4721,294.2379167,-47.35,,,,
2FHL J1640.6-4632,250.1741667,-46.55,,,,
2FHL J0852.8-4631e,133.2,-46.52,,,,
2FHL J1944.3-4521,296.0758333,-45.36,,,,
2FHL J0833.1-4511e,128.29,-45.19,,,,
2FHL J0835.3-4511,128.8491667,-45.19,,,,
2FHL J0826.1-4500,126.5291667,-45,,,,
2FHL J1912.9-4456,288.225,-44.94,,,,
2FHL J1421.4-4447,215.3691667,-44.79,,,,
2FHL J0318.0-4414,49.51166667,-44.24,,,,
2FHL J0538.6-4406,84.66875,-44.12,,,,
2FHL J1304.5-4353,196.1291667,-43.89,,,,
2FHL J0449.4-4349,72.36333333,-43.83,,,,
2FHL J0718.5-4321,109.64,-43.36,,,,
2FHL J1325.6-4301,201.4229167,-43.03,,,,
2FHL J1307.6-4259,196.9041667,-42.99,,,,
2FHL J0822.6-4250e,125.66,-42.84,,,,
2FHL J1315.0-4238,198.7720833,-42.64,,,,
2FHL J1427.3-4204,216.8479167,-42.07,,,,
2FHL J1703.4-4145,255.8729167,-41.77,,,,
2FHL J2324.7-4041,351.195,-40.69,,,,
