name,type,RA,Dec,Extension,Flux_Density,l,b,x,y
FL8Y J0301.4-7155,PointSource,45.3738,-71.9257,,1.40228E-12,,,,
FL8Y J0319.4-7045,PointSource,49.8533,-70.7561,,4.63252E-15,,,,
FL8Y J0353.1-6831,PointSource,58.2775,-68.5286,,4.73309E-15,,,,
FL8Y J0357.8-6945,PointSource,59.4688,-69.7536,,4.63709E-13,,,,
FL8Y J1038.8-5312,PointSource,159.7099,-53.2114,,1.20243E-11,,,,
FL8Y J1047.3-5515,PointSource,161.8425,-55.2586,,9.09387E-13,,,,
FL8Y J1048.3-5030,PointSource,162.0992,-50.5119,,3.285E-15,,,,
FL8Y J1051.5-5354,PointSource,162.892,-53.9068,,1.99118E-13,,,,
FL8Y J1209.1+7608,PointSource,182.2972,76.1373,,9.48402E-14,,,,
FL8Y J1220.1+7105,PointSource,185.0381,71.0927,,6.29528E-12,,,,
FL8Y J1225.5+7019,PointSource,186.3974,70.3277,,1.98392E-12,,,,
FL8Y J1228.3+7521,PointSource,187.0961,75.3572,,2.70819E-14,,,,
FL8Y J1242.9+7315,PointSource,190.7472,73.2564,,4.57788E-15,,,,
FL8Y J1137.4+7526,PointSource,174.3683,75.4418,,2.25121E-14,,,,
FL8Y J2105.9+7508,PointSource,316.4764,75.1481,,9.47737E-15,,,,
FL8Y J0233.5+0655,PointSource,38.3862,6.9266,,5.49965E-13,,,,
FL8Y J1714.8-1421,PointSource,258.7068,-14.3662,,6.48648E-14,,,,
FL8Y J1259.3+6921,PointSource,194.8411,69.3563,,7.20301E-13,,,,
FL8Y J1318.0+6754,PointSource,199.5198,67.9109,,1.10042E-13,,,,
FL8Y J1330.3+7002,PointSource,202.5841,70.0443,,5.862E-14,,,,
FL8Y J1353.1+6937,PointSource,208.279,69.6223,,2.05608E-13,,,,
FL8Y J1008.0+0621,PointSource,152.0151,6.3506,,7.3536E-13,,,,
FL8Y J1012.2+0630,PointSource,153.0707,6.5013,,3.34221E-13,,,,
FL8Y J1016.0+0512,PointSource,154.0114,5.2104,,6.57549E-13,,,,
FL8Y J1018.5+0528,PointSource,154.6279,5.4752,,1.11826E-13,,,,
FL8Y J1019.7+0511,PointSource,154.9419,5.196,,1.24897E-14,,,,
FL8Y J1848.1-4230,PointSource,282.0305,-42.5161,,5.38338E-14,,,,
FL8Y J1849.4-4313,PointSource,282.3723,-43.217,,8.20039E-13,,,,
FL8Y J1858.6-4446,PointSource,284.664,-44.7766,,1.87456E-13,,,,
FL8Y J1918.2-4111,PointSource,289.5669,-41.1879,,1.81672E-12,,,,
FL8Y J0339.2-1735,PointSource,54.808,-17.5993,,9.78468E-14,,,,
FL8Y J0348.6-1610,PointSource,57.1508,-16.1735,,1.33754E-12,,,,
FL8Y J1350.8+3033,PointSource,207.7131,30.5559,,2.17064E-12,,,,
FL8Y J1351.9+2847,PointSource,207.9972,28.7911,,1.02111E-14,,,,
FL8Y J1937.2-3958,PointSource,294.3208,-39.98,,4.69874E-12,,,,
FL8Y J1937.3-4217,PointSource,294.3286,-42.284,,3.01305E-13,,,,
FL8Y J1945.1-4007,PointSource,296.2859,-40.1168,,2.66184E-13,,,,
FL8Y J2318.4-3827,PointSource,349.6249,-38.4605,,1.08155E-13,,,,
FL8Y J0120.1+0506,PointSource,20.0485,5.1109,,7.04303E-14,,,,
FL8Y J0127.2+0324,PointSource,21.8234,3.4116,,1.25432E-13,,,,
FL8Y J0135.1+0255,PointSource,23.7782,2.9184,,2.24607E-15,,,,
FL8Y J0600.3+1244,PointSource,90.0801,12.7448,,2.79721E-15,,,,
FL8Y J0608.6+1149,PointSource,92.1667,11.8272,,5.5017E-15,,,,
FL8Y J0612.9+1152,PointSource,93.2447,11.8718,,1.64449E-13,,,,
FL8Y J0617.0+1407,PointSource,94.254,14.1251,,2.33082E-13,,,,
FL8Y J0619.8+1458,PointSource,94.9575,14.9716,,1.10173E-13,,,,
FL8Y J0609.4+1404,PointSource,92.3712,14.0705,,8.62228E-13,,,,
FL8Y J0616.7+1439,PointSource,94.1935,14.6561,,1.17761E-13,,,,
FL8Y J0618.5+1117,PointSource,94.6261,11.2994,,6.31773E-13,,,,
FL8Y J1132.7+0034,PointSource,173.1989,0.5762,,1.84288E-12,,,,
FL8Y J1142.8+0120,PointSource,175.7193,1.3452,,4.66554E-13,,,,
FL8Y J0316.9-0625,PointSource,49.2275,-6.425,,1.16503E-14,,,,
FL8Y J0336.4-0348,PointSource,54.1229,-3.8107,,4.01133E-15,,,,
FL8Y J0339.5-0146,PointSource,54.8784,-1.7739,,3.60959E-11,,,,
FL8Y J0340.5-0256,PointSource,55.1468,-2.9361,,6.81383E-14,,,,
FL8Y J0347.6-0132,PointSource,56.9026,-1.5405,,2.33836E-14,,,,
FL8Y J1030.6-2028,PointSource,157.6604,-20.4772,,3.88267E-14,,,,
FL8Y J1035.3-2050,PointSource,158.8285,-20.8442,,4.35927E-14,,,,
FL8Y J1036.4-1808,PointSource,159.122,-18.1341,,1.17274E-12,,,,
FL8Y J0809.9-7026,PointSource,122.4971,-70.4379,,2.04767E-14,,,,
FL8Y J0037.5+3655,PointSource,9.3957,36.917,,5.44559E-14,,,,
FL8Y J0041.4+3800,PointSource,10.3644,38.0123,,4.37454E-15,,,,
FL8Y J0041.9+3639,PointSource,10.4946,36.6642,,2.13287E-14,,,,
FL8Y J1329.9-6108,PointSource,202.4856,-61.1396,,9.25313E-13,,,,
FL8Y J1332.8-6255,PointSource,203.2067,-62.9289,,2.3487E-14,,,,
FL8Y J0416.1-6628,PointSource,64.0308,-66.4713,,5.03246E-14,,,,
FL8Y J0427.8-6704,PointSource,66.9677,-67.072,,7.50208E-13,,,,
FL8Y J0443.4-6651,PointSource,70.8515,-66.8571,,4.1714E-13,,,,
FL8Y J0510.0-6417,PointSource,77.5006,-64.29,,4.61488E-14,,,,
FL8Y J0110.1+6805,PointSource,17.5434,68.0983,,1.53513E-13,,,,
FL8Y J0116.2+6914,PointSource,19.0565,69.2493,,2.95576E-12,,,,
FL8Y J0138.6+6821,PointSource,24.6524,68.3576,,1.31984E-13,,,,
FL8Y J0303.6-5233,PointSource,45.9132,-52.5597,,1.97646E-12,,,,
FL8Y J0310.6-5017,PointSource,47.6607,-50.2933,,2.42907E-14,,,,
FL8Y J0314.3-5103,PointSource,48.5929,-51.0614,,2.40508E-13,,,,
FL8Y J0331.0-5243,PointSource,52.7726,-52.7261,,5.63971E-14,,,,
FL8Y J0958.6+5042,PointSource,149.6567,50.7103,,1.11264E-12,,,,
FL8Y J1015.0+4926,PointSource,153.7681,49.4338,,7.56386E-12,,,,
FL8Y J1031.3+5053,PointSource,157.8447,50.8843,,9.50818E-14,,,,
FL8Y J1017.4+5204,PointSource,154.3692,52.0756,,1.06249E-14,,,,
FL8Y J1028.0+0251,PointSource,157.0039,2.8566,,1.9607E-12,,,,
FL8Y J1602.8-1928,PointSource,240.7221,-19.4736,,1.14346E-13,,,,
FL8Y J1608.1-2038,PointSource,242.0268,-20.6365,,7.95813E-14,,,,
FL8Y J0412.4+0240,PointSource,63.1038,2.6682,,2.37584E-13,,,,
FL8Y J0422.7+0222,PointSource,65.694,2.3707,,5.21429E-12,,,,
FL8Y J0427.2+0504,PointSource,66.8038,5.0813,,6.14849E-12,,,,
FL8Y J0433.0+0522,PointSource,68.2656,5.3712,,6.94463E-12,,,,
FL8Y J0436.1+0440,PointSource,69.0445,4.6801,,5.98554E-13,,,,
FL8Y J1339.8-0141,PointSource,204.9605,-1.6949,,6.67544E-13,,,,
FL8Y J1340.8-0410,PointSource,205.2042,-4.169,,1.42741E-13,,,,
FL8Y J0521.8-3846,PointSource,80.4687,-38.78,,9.25058E-13,,,,
FL8Y J0532.7-3941,PointSource,83.1949,-39.6972,,1.80664E-12,,,,
FL8Y J0533.9-3747,PointSource,83.476,-37.797,,2.26667E-13,,,,
FL8Y J0538.2-3910,PointSource,84.5679,-39.1751,,1.87296E-14,,,,
FL8Y J0350.0+0640,PointSource,57.503,6.6764,,5.30351E-16,,,,
FL8Y J1125.0-5804,PointSource,171.2512,-58.0817,,5.80801E-15,,,,
FL8Y J1126.2-6012,PointSource,171.5638,-60.2164,,5.93381E-13,,,,
FL8Y J1124.6-5915,PointSource,171.1704,-59.2514,,1.11715E-11,,,,
FL8Y J1125.6-5825,PointSource,171.412,-58.4235,,2.66495E-13,,,,
FL8Y J1117.6-5950,PointSource,169.4044,-59.8346,,3.83327E-13,,,,
FL8Y J0236.8-6136,PointSource,39.2123,-61.6138,,2.38462E-12,,,,
FL8Y J0244.6-5819,PointSource,41.1564,-58.3281,,3.9426E-14,,,,
FL8Y J0245.4-5950,PointSource,41.3543,-59.8428,,3.65127E-14,,,,
FL8Y J0251.5-5958,PointSource,42.8989,-59.9721,,9.67783E-14,,,,
FL8Y J2110.1-8618,PointSource,317.5274,-86.3071,,5.06357E-15,,,,
FL8Y J1416.1-2417,PointSource,214.0348,-24.2973,,2.61648E-14,,,,
FL8Y J1420.9-2432,PointSource,215.2457,-24.5393,,1.31193E-13,,,,
FL8Y J1439.5-2525,PointSource,219.8802,-25.4206,,3.53122E-15,,,,
FL8Y J1440.0-2343,PointSource,220.0079,-23.7219,,3.4906E-14,,,,
FL8Y J1447.0-2658,PointSource,221.7728,-26.9722,,2.58442E-15,,,,
FL8Y J0226.6-0553,PointSource,36.675,-5.8931,,1.07653E-13,,,,
FL8Y J0234.3-0629,PointSource,38.592,-6.4907,,1.79869E-14,,,,
FL8Y J0237.1-0714,PointSource,39.2891,-7.2434,,1.43997E-15,,,,
FL8Y J0240.2-0249,PointSource,40.0617,-2.8274,,3.395E-13,,,,
FL8Y J0240.9-0505,PointSource,40.2324,-5.0878,,4.79412E-14,,,,
FL8Y J0243.2-0552,PointSource,40.8189,-5.8687,,1.99739E-12,,,,
FL8Y J0245.1-0255,PointSource,41.2993,-2.9278,,4.72325E-14,,,,
FL8Y J0202.7+4202,PointSource,30.6875,42.0433,,1.3426E-13,,,,
FL8Y J0209.3+4449,PointSource,32.339,44.8281,,3.18544E-14,,,,
FL8Y J0222.6+4302,PointSource,35.6688,43.0353,,1.1105E-11,,,,
FL8Y J0218.1+4232,PointSource,34.5293,42.5464,,1.21385E-11,,,,
FL8Y J1855.0-2243,PointSource,283.7686,-22.7192,,7.1289E-14,,,,
FL8Y J1901.5-2208,PointSource,285.3865,-22.1384,,9.62001E-15,,,,
FL8Y J1858.2-2216,PointSource,284.5692,-22.2832,,6.25371E-13,,,,
FL8Y J1434.6+1950,PointSource,218.6716,19.8462,,1.9627E-12,,,,
FL8Y J1435.5+2021,PointSource,218.88,20.3597,,5.93547E-14,,,,
FL8Y J1514.6-2045,PointSource,228.6648,-20.7535,,1.48443E-13,,,,
FL8Y J1517.7-2422,PointSource,229.4267,-24.3713,,5.4793E-12,,,,
FL8Y J0706.8+6109,PointSource,106.7146,61.1571,,5.46103E-13,,,,
FL8Y J0728.2+6127,PointSource,112.0612,61.4516,,1.01338E-12,,,,
FL8Y J0733.1+5909,PointSource,113.2889,59.1549,,1.24767E-13,,,,
FL8Y J2024.0+2041,PointSource,306.0156,20.6912,,5.15171E-13,,,,
FL8Y J2030.5+2235,PointSource,307.6337,22.5942,,3.09625E-15,,,,
FL8Y J2030.9+1935,PointSource,307.7385,19.5986,,8.36469E-14,,,,
FL8Y J2043.9+2051,PointSource,310.9987,20.8542,,2.39073E-13,,,,
FL8Y J0414.8-4259,PointSource,63.7075,-42.9931,,5.35274E-13,,,,
FL8Y J0415.8-4349,PointSource,63.9505,-43.8315,,5.08425E-13,,,,
FL8Y J0457.0-2324,PointSource,74.2622,-23.4148,,1.23129E-10,,,,
FL8Y J0512.5-2201,PointSource,78.1413,-22.0294,,1.19057E-13,,,,
FL8Y J1305.6+7853,PointSource,196.4132,78.8856,,2.13617E-13,,,,
FL8Y J1319.8+7759,PointSource,199.9559,77.9881,,8.1778E-14,,,,
FL8Y J1518.6+4044,PointSource,229.6622,40.7463,,2.09536E-14,,,,
FL8Y J1528.6-2239,PointSource,232.153,-22.652,,1.21832E-13,,,,
FL8Y J0253.2-0123,PointSource,43.3158,-1.4,,3.4775E-14,,,,
FL8Y J0304.5-0055,PointSource,46.1402,-0.9188,,7.77253E-15,,,,
FL8Y J0304.9-0605,PointSource,46.2496,-6.0984,,1.09776E-13,,,,
FL8Y J0307.8-0419,PointSource,46.9586,-4.331,,1.65353E-14,,,,
FL8Y J1321.9+8317,PointSource,200.485,83.2837,,6.40009E-13,,,,
FL8Y J1422.7+8150,PointSource,215.6873,81.8423,,1.2257E-14,,,,
FL8Y J1701.8-5621,PointSource,255.4591,-56.3626,,2.4461E-14,,,,
FL8Y J1702.7-5654,PointSource,255.6953,-56.9115,,4.53654E-12,,,,
FL8Y J1716.2-5641,PointSource,259.062,-56.6968,,6.59519E-13,,,,
FL8Y J1344.4-3656,PointSource,206.1203,-36.9371,,1.25885E-13,,,,
FL8Y J1347.6-3751,PointSource,206.914,-37.866,,5.41994E-13,,,,
FL8Y J1522.1+3144,PointSource,230.5464,31.7393,,1.85532E-10,,,,
FL8Y J1858.5+0640,PointSource,284.6392,6.6789,,2.18684E-13,,,,
FL8Y J1901.1+0730,PointSource,285.2943,7.5079,,8.61537E-13,,,,
FL8Y J1902.5+0654,PointSource,285.6344,6.9127,,2.31232E-13,,,,
FL8Y J1906.9+0712,PointSource,286.7456,7.2163,,4.6323E-13,,,,
FL8Y J1906.4+0723,PointSource,286.617,7.3996,,8.86228E-13,,,,
FL8Y J1900.8+0540,PointSource,285.2009,5.673,,8.28727E-13,,,,
FL8Y J2123.6+0535,PointSource,320.9182,5.5924,,2.88861E-13,,,,
FL8Y J1101.1-4344,PointSource,165.2961,-43.7429,,4.16799E-12,,,,
FL8Y J1042.1-4128,PointSource,160.5404,-41.4752,,2.17658E-14,,,,
FL8Y J1107.2-4450,PointSource,166.807,-44.8435,,1.12577E-11,,,,
FL8Y J0001.4+2112,PointSource,0.365,21.2055,,2.74195E-11,,,,
FL8Y J0003.1+2208,PointSource,0.7839,22.1444,,5.30494E-14,,,,
FL8Y J2336.6+2356,PointSource,354.1621,23.9462,,1.26122E-13,,,,
FL8Y J2338.9+2124,PointSource,354.7396,21.4033,,8.50304E-14,,,,
FL8Y J1238.5-1159,PointSource,189.6462,-11.9875,,9.16413E-12,,,,
FL8Y J1241.8-1455,PointSource,190.4502,-14.9306,,4.28994E-14,,,,
FL8Y J1256.2-1146,PointSource,194.0605,-11.7745,,1.29049E-13,,,,
FL8Y J1258.7-1759,PointSource,194.6793,-17.9981,,5.78786E-12,,,,
FL8Y J1231.1-1412,PointSource,187.7976,-14.2023,,1.90793E-11,,,,
FL8Y J2103.7-1112,PointSource,315.9335,-11.2162,,9.53156E-13,,,,
FL8Y J2109.7-1022,PointSource,317.4415,-10.3757,,2.12856E-12,,,,
FL8Y J2119.2-0728,PointSource,319.8086,-7.4753,,3.28109E-12,,,,
FL8Y J2119.6-1105,PointSource,319.919,-11.0943,,6.46433E-13,,,,
FL8Y J1407.7-4301,PointSource,211.9255,-43.0232,,1.55072E-13,,,,
FL8Y J1417.6-4403,PointSource,214.4227,-44.058,,1.11145E-12,,,,
FL8Y J1421.0-4614,PointSource,215.2688,-46.2415,,3.83342E-13,,,,
FL8Y J1427.9-4206,PointSource,216.9867,-42.1061,,1.17789E-10,,,,
FL8Y J1430.9-4431,PointSource,217.7365,-44.5293,,8.72522E-14,,,,
FL8Y J1431.5-4711,PointSource,217.8952,-47.1846,,1.19188E-12,,,,
FL8Y J1619.3-8346,PointSource,244.8355,-83.7695,,2.53642E-14,,,,
FL8Y J1512.2+0202,PointSource,228.0723,2.0358,,1.62691E-12,,,,
FL8Y J1516.6+0016,PointSource,229.15,0.2777,,9.87262E-13,,,,
FL8Y J1520.8-0349,PointSource,230.2071,-3.8177,,1.13955E-13,,,,
FL8Y J1627.7+0251,PointSource,246.9431,2.8561,,6.11085E-14,,,,
FL8Y J1634.8+0235,PointSource,248.7041,2.5966,,1.28671E-13,,,,
FL8Y J1638.1+0041,PointSource,249.5301,0.6846,,3.37029E-15,,,,
FL8Y J0433.1+3227,PointSource,68.2938,32.462,,1.11268E-14,,,,
FL8Y J0435.5+3233,PointSource,68.878,32.5573,,3.47324E-14,,,,
FL8Y J0752.0+3318,PointSource,118.011,33.3094,,1.4437E-12,,,,
FL8Y J1733.3+2235,PointSource,263.3448,22.5926,,8.90373E-14,,,,
FL8Y J1736.0+2033,PointSource,264.0202,20.5537,,3.35079E-14,,,,
FL8Y J1744.0+1935,PointSource,266.0086,19.5936,,9.12226E-14,,,,
FL8Y J1744.4+1851,PointSource,266.105,18.8656,,1.94562E-15,,,,
FL8Y J1342.6+0502,PointSource,205.6715,5.044,,5.85345E-14,,,,
FL8Y J1345.8+0706,PointSource,206.4672,7.1044,,2.10075E-12,,,,
FL8Y J1326.5+0152,PointSource,201.6427,1.8732,,1.73907E-15,,,,
FL8Y J1330.7+5200,PointSource,202.6935,52.0045,,3.71589E-13,,,,
FL8Y J1333.7+5056,PointSource,203.437,50.9396,,9.50156E-13,,,,
FL8Y J1553.1+5438,PointSource,238.2769,54.6469,,3.04176E-13,,,,
FL8Y J1558.8+5625,PointSource,239.7043,56.4291,,3.78424E-13,,,,
FL8Y J1604.6+5714,PointSource,241.1646,57.2431,,4.50446E-12,,,,
FL8Y J1605.5+5424,PointSource,241.3766,54.4011,,1.17231E-14,,,,
FL8Y J1606.3+5630,PointSource,241.591,56.5009,,3.23503E-15,,,,
FL8Y J1619.5+5536,PointSource,244.8993,55.6123,,3.31156E-13,,,,
FL8Y J0258.0+2030,PointSource,44.5158,20.5136,,5.52592E-14,,,,
FL8Y J0001.2-0747,PointSource,0.3148,-7.7871,,5.70903E-13,,,,
FL8Y J0006.3-0620,PointSource,1.5937,-6.3457,,3.91648E-14,,,,
FL8Y J0747.3+4528,PointSource,116.8379,45.4782,,1.77403E-14,,,,
FL8Y J0748.4+4927,PointSource,117.1148,49.4612,,1.50392E-13,,,,
FL8Y J0749.3+4453,PointSource,117.3416,44.8956,,3.61725E-13,,,,
FL8Y J0754.7+4823,PointSource,118.6942,48.3908,,8.42E-13,,,,
FL8Y J0202.6-0257,PointSource,30.6522,-2.9646,,1.42218E-13,,,,
FL8Y J0203.0-0226,PointSource,30.7536,-2.4345,,1.05974E-14,,,,
FL8Y J0208.5-0046,PointSource,32.1467,-0.7805,,1.12625E-13,,,,
FL8Y J0212.2-0219,PointSource,33.0606,-2.3276,,4.34962E-14,,,,
FL8Y J0201.1+0035,PointSource,30.2817,0.5906,,4.48131E-15,,,,
FL8Y J1212.0+2242,PointSource,183.0131,22.7046,,1.47887E-14,,,,
FL8Y J1212.1+2441,PointSource,183.0415,24.6893,,3.01262E-14,,,,
FL8Y J1224.1+2239,PointSource,186.0406,22.6552,,5.07776E-16,,,,
FL8Y J1224.4+2436,PointSource,186.1156,24.6145,,2.26711E-13,,,,
FL8Y J1224.9+2122,PointSource,186.2271,21.3811,,2.09764E-10,,,,
FL8Y J1230.2+2517,PointSource,187.5611,25.2994,,6.58194E-12,,,,
FL8Y J0758.7+3746,PointSource,119.6917,37.7769,,1.00514E-14,,,,
FL8Y J0800.6+3714,PointSource,120.1516,37.2481,,1.48047E-13,,,,
FL8Y J0805.9+3834,PointSource,121.4894,38.5669,,4.95036E-14,,,,
FL8Y J0809.2+4053,PointSource,122.3145,40.8875,,1.04493E-12,,,,
FL8Y J1752.2-3035,PointSource,268.0667,-30.5901,,1.33512E-12,,,,
FL8Y J0654.4+5042,PointSource,103.6003,50.7072,,1.32207E-12,,,,
FL8Y J0035.2+1514,PointSource,8.8103,15.2407,,1.47419E-13,,,,
FL8Y J0037.8+1239,PointSource,9.4676,12.6511,,3.80641E-13,,,,
FL8Y J0045.7+1217,PointSource,11.4304,12.2923,,2.15548E-13,,,,
FL8Y J0243.4+7119,PointSource,40.8572,71.3203,,1.77804E-13,,,,
FL8Y J0257.5+7045,PointSource,44.3971,70.7555,,2.00816E-13,,,,
FL8Y J0304.7+6821,PointSource,46.1819,68.3517,,2.89333E-12,,,,
FL8Y J0311.2+6855,PointSource,47.8095,68.9265,,4.95823E-15,,,,
FL8Y J0148.6+0127,PointSource,27.1559,1.4633,,3.79012E-14,,,,
FL8Y J0151.0+0539,PointSource,27.774,5.654,,1.55249E-13,,,,
FL8Y J0152.6+0147,PointSource,28.1639,1.7893,,1.42495E-13,,,,
FL8Y J0158.8+0101,PointSource,29.7132,1.025,,4.80111E-13,,,,
FL8Y J1135.9-6825,PointSource,173.9942,-68.4203,,2.28611E-13,,,,
FL8Y J1145.1-6949,PointSource,176.2974,-69.8257,,1.37403E-12,,,,
FL8Y J1147.1-6804,PointSource,176.7908,-68.0726,,6.27403E-13,,,,
FL8Y J1208.2-6900,PointSource,182.0652,-69.0099,,7.95833E-13,,,,
FL8Y J1108.7-6833,PointSource,167.1901,-68.5508,,4.38092E-13,,,,
FL8Y J1741.9+2555,PointSource,265.4913,25.9215,,1.95981E-14,,,,
FL8Y J1745.4+2251,PointSource,266.3669,22.8614,,6.56937E-12,,,,
FL8Y J1748.1+2702,PointSource,267.0472,27.0479,,2.26525E-14,,,,
FL8Y J1754.0+2443,PointSource,268.5043,24.7249,,1.23594E-13,,,,
FL8Y J0403.9-3605,PointSource,60.9789,-36.0896,,1.42644E-10,,,,
FL8Y J0407.0-3826,PointSource,61.7636,-38.4361,,1.12077E-11,,,,
FL8Y J0409.3-3821,PointSource,62.347,-38.3589,,3.69984E-15,,,,
FL8Y J0420.3-3745,PointSource,65.0929,-37.7518,,8.17951E-13,,,,
FL8Y J0427.2-3900,PointSource,66.8247,-39.014,,4.98065E-12,,,,
FL8Y J0428.6-3756,PointSource,67.1731,-37.9416,,4.11979E-11,,,,
FL8Y J0153.9+0823,PointSource,28.4964,8.395,,4.22641E-13,,,,
FL8Y J0159.5+1046,PointSource,29.8776,10.7742,,2.12765E-13,,,,
FL8Y J0159.6+1257,PointSource,29.9005,12.9522,,1.03705E-12,,,,
FL8Y J0202.4+0850,PointSource,30.6187,8.8391,,6.48722E-15,,,,
FL8Y J0208.0+0954,PointSource,32.0005,9.9033,,5.20517E-14,,,,
FL8Y J0211.2+1051,PointSource,32.8094,10.8574,,9.83803E-12,,,,
FL8Y J0202.3+1148,PointSource,30.585,11.808,,8.79695E-14,,,,
FL8Y J2200.2+1029,PointSource,330.0742,10.4986,,3.50079E-13,,,,
FL8Y J0846.8-6946,PointSource,131.7215,-69.7736,,3.76608E-13,,,,
FL8Y J0912.1-6449,PointSource,138.028,-64.8224,,3.49493E-13,,,,
FL8Y J1847.3-0251,PointSource,281.8358,-2.8639,,3.76499E-13,,,,
FL8Y J1846.5-0226,PointSource,281.6458,-2.4361,,1.29715E-13,,,,
FL8Y J1847.1-0229,PointSource,281.7915,-2.4966,,6.33467E-14,,,,
FL8Y J1014.6+6122,PointSource,153.6534,61.3754,,1.8164E-14,,,,
FL8Y J1018.8+5912,PointSource,154.7077,59.2153,,1.03867E-13,,,,
FL8Y J1030.6+6118,PointSource,157.6617,61.3086,,2.06594E-13,,,,
FL8Y J1031.6+6019,PointSource,157.9046,60.3276,,7.66507E-13,,,,
FL8Y J1033.9+6050,PointSource,158.4891,60.8472,,3.77847E-12,,,,
FL8Y J1440.0-1531,PointSource,220.0082,-15.5173,,1.53908E-13,,,,
FL8Y J1441.6-1522,PointSource,220.4226,-15.375,,1.06075E-13,,,,
FL8Y J1446.0-1627,PointSource,221.5057,-16.4535,,5.09573E-13,,,,
FL8Y J1450.8-1424,PointSource,222.7138,-14.4106,,2.15604E-13,,,,
FL8Y J0004.0-1149,PointSource,1.0105,-11.8172,,9.47447E-14,,,,
FL8Y J0009.5-1417,PointSource,2.3814,-14.2917,,4.19408E-13,,,,
FL8Y J1110.1+4409,PointSource,167.5283,44.1569,,2.25266E-12,,,,
FL8Y J1120.8+4212,PointSource,170.2029,42.2017,,6.48766E-14,,,,
FL8Y J0642.7-6500,PointSource,100.6806,-65.0061,,3.51275E-13,,,,
FL8Y J0644.4-6712,PointSource,101.1062,-67.2132,,3.21273E-12,,,,
FL8Y J0659.5-6743,PointSource,104.8981,-67.7246,,1.25705E-15,,,,
FL8Y J0700.5-6610,PointSource,105.1349,-66.1803,,6.04383E-12,,,,
FL8Y J0251.1-1830,PointSource,42.7844,-18.5066,,4.71229E-15,,,,
FL8Y J0259.5-1705,PointSource,44.8901,-17.0886,,6.49925E-15,,,,
FL8Y J0301.0-1651,PointSource,45.2686,-16.8505,,7.5712E-14,,,,
FL8Y J0305.1-1609,PointSource,46.2925,-16.1521,,1.26061E-14,,,,
FL8Y J2207.1+2222,PointSource,331.7801,22.3763,,2.3239E-15,,,,
FL8Y J2219.2+1806,PointSource,334.8147,18.1072,,1.50537E-12,,,,
FL8Y J2127.7+3612,PointSource,321.9328,36.2118,,1.68757E-13,,,,
FL8Y J2138.3+3556,PointSource,324.5838,35.9487,,3.69297E-15,,,,
FL8Y J2142.4+3659,PointSource,325.608,36.9969,,8.23999E-15,,,,
FL8Y J1804.0+0343,PointSource,271.0098,3.724,,5.25489E-14,,,,
FL8Y J1811.3+0340,PointSource,272.8255,3.6818,,7.49715E-14,,,,
FL8Y J1813.6+0614,PointSource,273.4078,6.238,,2.27463E-13,,,,
FL8Y J1805.7+0615,PointSource,271.4287,6.2568,,4.08055E-13,,,,
FL8Y J1801.9+0556,PointSource,270.4914,5.9381,,9.13248E-13,,,,
FL8Y J1745.0-2917,PointSource,266.2518,-29.2871,,1.57506E-12,,,,
FL8Y J1745.6-2900,PointSource,266.4067,-29.0121,,1.6425E-12,,,,
FL8Y J1746.3-2852,PointSource,266.5911,-28.883,,7.19002E-13,,,,
FL8Y J1746.5-2926,PointSource,266.6285,-29.4375,,2.36724E-13,,,,
FL8Y J1748.1-2903,PointSource,267.0499,-29.0556,,5.19228E-13,,,,
FL8Y J1640.2+0629,PointSource,250.0542,6.4946,,6.84881E-15,,,,
FL8Y J1649.6+0412,PointSource,252.4058,4.2122,,3.0477E-13,,,,
FL8Y J1650.8+0830,PointSource,252.7056,8.5099,,3.19342E-12,,,,
FL8Y J1650.9+0429,PointSource,252.7377,4.4964,,6.85681E-15,,,,
FL8Y J1801.1-2625,PointSource,270.2961,-26.4301,,8.81184E-14,,,,
FL8Y J1802.8-2719,PointSource,270.701,-27.3301,,2.04494E-13,,,,
FL8Y J1802.0-2650,PointSource,270.5039,-26.8369,,1.28812E-13,,,,
FL8Y J0041.7-1607,PointSource,10.4393,-16.1256,,1.14878E-15,,,,
FL8Y J0045.9-2022,PointSource,11.4768,-20.3674,,1.23355E-14,,,,
FL8Y J0054.8-1955,PointSource,13.7203,-19.9292,,9.75776E-14,,,,
FL8Y J0056.5-2118,PointSource,14.1255,-21.3015,,1.71788E-13,,,,
FL8Y J0102.7-2001,PointSource,15.6957,-20.0264,,1.42365E-15,,,,
FL8Y J0748.0-1639,PointSource,117.0067,-16.6514,,5.4664E-12,,,,
FL8Y J0752.3-1632,PointSource,118.0942,-16.5373,,4.34329E-14,,,,
FL8Y J0754.4-1148,PointSource,118.6108,-11.8028,,1.016E-12,,,,
FL8Y J0758.8-1449,PointSource,119.7073,-14.8323,,1.5252E-12,,,,
FL8Y J0800.7-1058,PointSource,120.1912,-10.9719,,3.90138E-13,,,,
FL8Y J0802.2-0942,PointSource,120.5728,-9.7063,,5.28829E-14,,,,
FL8Y J0807.4-1208,PointSource,121.874,-12.1393,,9.19278E-13,,,,
FL8Y J1321.3-2642,PointSource,200.3486,-26.7118,,1.49103E-14,,,,
FL8Y J1339.0-2401,PointSource,204.7503,-24.0202,,1.01787E-12,,,,
FL8Y J1339.2-2620,PointSource,204.8181,-26.3463,,1.5756E-13,,,,
