name,type,RA,Dec,Extension,Flux_Density,l,b,x,y
3FGL J0131.3+5548,PointSource,22.8346,55.8072,,1.21E-14,,,,
3FGL J2108.0+3654,PointSource,317.0046,36.9142,,2.37E-14,,,,
3FGL J2110.3+3540,PointSource,317.5845,35.6685,,2.50E-12,,,,
3FGL J2117.6+3725,PointSource,319.4208,37.4256,,7.53E-12,,,,
3FGL J1655.1-3954,PointSource,253.784,-39.9047,,2.31E-15,,,,
3FGL J1656.9-3919c,PointSource,254.2449,-39.3274,,1.56E-13,,,,
3FGL J1700.4-4019c,PointSource,255.109,-40.3311,,1.95E-12,,,,
3FGL J1705.5-4128c,PointSource,256.3957,-41.4809,,1.37E-11,,,,
3FGL J0238.0+5237,PointSource,39.5049,52.6256,,2.43E-12,,,,
3FGL J0248.4+5130,PointSource,42.1101,51.514,,1.31E-13,,,,
3FGL J0253.8+5104,PointSource,43.4721,51.0681,,6.76E-12,,,,
3FGL J0302.0+5335,PointSource,45.5217,53.5983,,4.14E-13,,,,
3FGL J1125.1-5803,PointSource,171.2951,-58.0638,,6.52E-15,,,,
3FGL J1125.6-6012,PointSource,171.4027,-60.2093,,2.25E-13,,,,
3FGL J1124.5-5915,PointSource,171.1276,-59.2538,,1.10E-11,,,,
3FGL J1125.3-5824,PointSource,171.3423,-58.4056,,3.49E-13,,,,
3FGL J2301.2+5853,PointSource,345.313,58.898,,4.92E-15,,,,
3FGL J2238.4+5903,PointSource,339.6057,59.0534,,3.04E-12,,,,
3FGL J2240.9+5831,PointSource,340.2409,58.5261,,1.27E-12,,,,
3FGL J0423.5+5442,PointSource,65.8996,54.7058,,1.07E-12,,,,
3FGL J0425.8+5600,PointSource,66.4516,56.014,,1.99E-13,,,,
3FGL J0426.7+5437,PointSource,66.6813,54.6168,,7.26E-12,,,,
3FGL J0729.5-3127,PointSource,112.3939,-31.4585,,2.31E-12,,,,
3FGL J0731.8-3010,PointSource,112.9739,-30.1768,,2.89E-15,,,,
3FGL J0737.2-3233,PointSource,114.314,-32.5588,,6.46E-12,,,,
3FGL J0742.7-3110,PointSource,115.6936,-31.1739,,4.42E-13,,,,
3FGL J0501.8+3046,PointSource,75.4694,30.7771,,6.31E-14,,,,
3FGL J0502.7+3438,PointSource,75.6857,34.65,,8.19E-13,,,,
3FGL J2133.8+6648,PointSource,323.4673,66.8005,,1.86E-13,,,,
3FGL J2144.6+6606,PointSource,326.1627,66.1037,,1.82E-13,,,,
3FGL J2153.9+6626,PointSource,328.486,66.4478,,5.08E-13,,,,
3FGL J2206.5+6451,PointSource,331.6288,64.8565,,4.53E-12,,,,
3FGL J1315.1-5329,PointSource,198.7862,-53.4883,,1.10E-11,,,,
3FGL J1325.2-5411,PointSource,201.3143,-54.1859,,1.22E-12,,,,
3FGL J1326.6-5256,PointSource,201.663,-52.9393,,4.20E-12,,,,
3FGL J2210.2+6509,PointSource,332.553,65.1637,,2.18E-13,,,,
3FGL J2217.2+6346,PointSource,334.307,63.7738,,2.26E-13,,,,
3FGL J2221.6+6507,PointSource,335.4142,65.1273,,6.12E-12,,,,
3FGL J2221.7+6318,PointSource,335.4353,63.303,,6.97E-12,,,,
3FGL J2233.1+6542,PointSource,338.2789,65.7148,,1.17E-11,,,,
3FGL J2237.9+6320,PointSource,339.482,63.334,,1.07E-11,,,,
3FGL J2210.1+6043,PointSource,332.5314,60.7248,,2.17E-14,,,,
3FGL J2210.1+5925,PointSource,332.5261,59.4212,,1.05E-11,,,,
3FGL J2215.5+6122,PointSource,333.8768,61.3797,,1.17E-12,,,,
3FGL J2225.8+6045,PointSource,336.4647,60.7653,,5.40E-15,,,,
3FGL J2229.0+6114,PointSource,337.271,61.2415,,8.87E-11,,,,
3FGL J2051.0+3040e,DiffuseSource,312.75,30.67,1.65,5.99E-11,,,,
3FGL J2053.9+2922,PointSource,313.4761,29.3736,,6.75E-15,,,,
3FGL J1855.6+0753,PointSource,283.9106,7.8834,,1.00E-11,,,,
3FGL J1901.1+0728,PointSource,285.2958,7.4756,,2.45E-12,,,,
3FGL J1902.6+0655,PointSource,285.6571,6.9318,,1.07E-13,,,,
3FGL J1904.9+0818,PointSource,286.2431,8.306,,1.21E-13,,,,
3FGL J1906.6+0720,PointSource,286.6714,7.3339,,3.94E-12,,,,
3FGL J1907.9+0602,PointSource,286.9864,6.0393,,9.15E-11,,,,
3FGL J1203.9-6243,PointSource,180.9963,-62.7268,,2.35E-12,,,,
3FGL J1208.4-6239,PointSource,182.1195,-62.6612,,1.47E-12,,,,
3FGL J1212.2-6251,PointSource,183.0682,-62.8519,,1.62E-12,,,,
3FGL J1214.0-6236,PointSource,183.502,-62.612,,1.20E-12,,,,
3FGL J1908.9+1022,PointSource,287.228,10.3749,,4.49E-12,,,,
3FGL J1910.9+0906,PointSource,287.7442,9.1005,,3.20E-12,,,,
3FGL J1915.9+1112,PointSource,288.9996,11.2162,,6.75E-12,,,,
3FGL J1915.2+0954,PointSource,288.8022,9.9084,,3.17E-11,,,,
3FGL J1913.0+0910,PointSource,288.2607,9.182,,1.36E-12,,,,
3FGL J0133.3+5930,PointSource,23.3364,59.5141,,7.78E-14,,,,
3FGL J0137.8+5813,PointSource,24.4582,58.2316,,1.66E-13,,,,
3FGL J0211.7+5402,PointSource,32.9286,54.0474,,1.94E-12,,,,
3FGL J0212.1+5320,PointSource,33.0371,53.336,,2.71E-12,,,,
3FGL J0214.4+5143,PointSource,33.611,51.7229,,3.31E-14,,,,
3FGL J0641.8-0319,PointSource,100.4708,-3.3189,,1.32E-12,,,,
3FGL J0647.6+0032,PointSource,101.9134,0.5345,,5.68E-12,,,,
3FGL J0617.2+2234e,DiffuseSource,94.31,22.58,0.27,3.43E-11,,,,
3FGL J0619.4+2242,PointSource,94.8745,22.7063,,3.81E-14,,,,
3FGL J0648.8-1740,PointSource,102.2089,-17.6684,,1.46E-12,,,,
3FGL J0650.4-1636,PointSource,102.6057,-16.6085,,1.18E-12,,,,
3FGL J0702.7-1952,PointSource,105.6797,-19.8708,,1.54E-13,,,,
3FGL J2058.3+3729,PointSource,314.5808,37.4893,,2.89E-11,,,,
3FGL J1328.9-5607,PointSource,202.2404,-56.1309,,3.50E-11,,,,
3FGL J1329.8-6109,PointSource,202.4678,-61.162,,1.25E-12,,,,
3FGL J1335.1-5655,PointSource,203.7828,-56.9237,,4.91E-13,,,,
3FGL J1348.5-5833,PointSource,207.1488,-58.5627,,9.81E-12,,,,
3FGL J1345.1-6224,PointSource,206.2976,-62.4123,,1.59E-11,,,,
3FGL J1346.6-6027,PointSource,206.6517,-60.4537,,6.83E-13,,,,
3FGL J1350.4-6224,PointSource,207.6223,-62.412,,9.70E-13,,,,
3FGL J1358.5-6025,PointSource,209.6435,-60.4298,,1.18E-11,,,,
3FGL J1624.1-4700,PointSource,246.0421,-47.0058,,6.90E-11,,,,
3FGL J1628.4-4546,PointSource,247.1163,-45.7778,,7.65E-12,,,,
3FGL J1303.0-6312e,DiffuseSource,195.75,-63.2,0.24,9.68E-15,,,,
3FGL J1257.0-6338,PointSource,194.2529,-63.6356,,4.32E-13,,,,
3FGL J1305.7-6241,PointSource,196.4345,-62.6857,,1.57E-13,,,,
3FGL J1311.8-6230,PointSource,197.9682,-62.5072,,2.77E-12,,,,
3FGL J1317.6-6315,PointSource,199.4028,-63.2598,,1.43E-12,,,,
3FGL J1702.1-2524,PointSource,255.5304,-25.4128,,4.92E-15,,,,
3FGL J1719.2-2433,PointSource,259.8186,-24.5514,,7.82E-12,,,,
3FGL J1714.6-3327,PointSource,258.6559,-33.4566,,3.06E-13,,,,
3FGL J1717.8-3342,PointSource,259.4509,-33.7003,,1.59E-11,,,,
3FGL J1723.6-3646,PointSource,260.9193,-36.768,,1.67E-13,,,,
3FGL J1725.7-3555c,PointSource,261.4288,-35.9298,,2.02E-13,,,,
3FGL J1726.6-3530c,PointSource,261.6673,-35.5154,,1.17E-12,,,,
3FGL J1744.5-2506,PointSource,266.1357,-25.1003,,5.70E-12,,,,
3FGL J1748.0-2447,PointSource,267.012,-24.7875,,8.87E-12,,,,
3FGL J1754.0-2538,PointSource,268.5084,-25.6486,,1.27E-12,,,,
3FGL J1846.3+0919,PointSource,281.596,9.3323,,1.89E-12,,,,
3FGL J0723.2-0728,PointSource,110.8047,-7.4703,,7.08E-15,,,,
3FGL J0725.7-0550,PointSource,111.4407,-5.8423,,1.66E-14,,,,
3FGL J0730.5-0537,PointSource,112.6315,-5.6204,,1.07E-13,,,,
3FGL J0744.1-3804,PointSource,116.0383,-38.074,,4.63E-12,,,,
3FGL J0744.8-4028,PointSource,116.2181,-40.4679,,8.65E-13,,,,
3FGL J0933.9-6232,PointSource,143.4812,-62.5338,,1.16E-12,,,,
3FGL J0937.8-6407,PointSource,144.475,-64.122,,1.40E-12,,,,
3FGL J0940.7-6102,PointSource,145.1877,-61.0466,,1.19E-12,,,,
3FGL J1035.7-6720,PointSource,158.926,-67.3335,,8.65E-12,,,,
3FGL J1051.5-6517,PointSource,162.8763,-65.2905,,2.77E-12,,,,
3FGL J1057.7-6624,PointSource,164.4359,-66.4034,,9.40E-13,,,,
3FGL J1206.4-7123,PointSource,181.6242,-71.3975,,5.09E-12,,,,
3FGL J1225.7-7314,PointSource,186.4396,-73.2414,,2.19E-13,,,,
3FGL J1236.6-7050,PointSource,189.1574,-70.8464,,1.35E-13,,,,
3FGL J1240.3-7149,PointSource,190.077,-71.8258,,6.86E-14,,,,
3FGL J1256.1-5703,PointSource,194.0446,-57.0504,,5.16E-12,,,,
3FGL J1304.3-5535,PointSource,196.0915,-55.5846,,6.71E-12,,,,
3FGL J1308.7-5738,PointSource,197.1989,-57.6394,,3.00E-12,,,,
3FGL J1457.6-6249,PointSource,224.4001,-62.8296,,9.44E-13,,,,
3FGL J1506.6-6219,PointSource,226.6676,-62.3312,,2.01E-14,,,,
3FGL J1513.8-6250c,PointSource,228.4536,-62.8453,,8.69E-12,,,,
3FGL J1624.8-4233,PointSource,246.2004,-42.5662,,3.81E-12,,,,
3FGL J1626.3-4406,PointSource,246.5793,-44.1117,,1.94E-11,,,,
3FGL J1630.3-4346,PointSource,247.5936,-43.7672,,1.80E-14,,,,
3FGL J1949.0+1312,PointSource,297.2568,13.2095,,9.07E-14,,,,
3FGL J1950.2+1215,PointSource,297.5591,12.2551,,7.14E-12,,,,
3FGL J1955.1+1357,PointSource,298.7966,13.9544,,9.10E-13,,,,
3FGL J1656.2-3303,PointSource,254.0746,-33.0519,,3.10E-11,,,,
3FGL J1659.7-3132,PointSource,254.9497,-31.5492,,6.03E-13,,,,
3FGL J1701.2-3006,PointSource,255.3228,-30.1039,,2.55E-12,,,,
3FGL J1703.6-2850,PointSource,255.924,-28.8477,,9.57E-14,,,,
3FGL J1711.5-5029,PointSource,257.89,-50.4835,,1.21E-12,,,,
3FGL J1717.4-5157,PointSource,259.3645,-51.9649,,2.47E-12,,,,
3FGL J1721.4-5253,PointSource,260.3564,-52.8969,,1.75E-12,,,,
3FGL J1732.5-5048,PointSource,263.1488,-50.8011,,1.01E-12,,,,
3FGL J1716.6-2812,PointSource,259.1612,-28.2051,,3.05E-12,,,,
3FGL J1718.1-3056,PointSource,259.5291,-30.9414,,1.13E-12,,,,
3FGL J1725.1-2832,PointSource,261.2788,-28.5393,,3.44E-12,,,,
3FGL J1806.7-2451,PointSource,271.6806,-24.8551,,5.44E-14,,,,
3FGL J1810.8-2412,PointSource,272.715,-24.2124,,2.52E-13,,,,
3FGL J1809.8-2332,PointSource,272.463,-23.5441,,7.29E-11,,,,
3FGL J0110.2+6806,PointSource,17.575,68.115,,1.95E-13,,,,
3FGL J0116.8+6913,PointSource,19.22,69.228,,4.73E-12,,,,
3FGL J0135.0+6927,PointSource,23.7554,69.4657,,9.58E-13,,,,
3FGL J0235.7+5647,PointSource,38.9276,56.7867,,5.12E-12,,,,
3FGL J0240.5+6113,PointSource,40.1379,61.2281,,2.79E-10,,,,
3FGL J0250.6+5630,PointSource,42.6607,56.5146,,3.43E-14,,,,
3FGL J0254.2+5903,PointSource,43.5587,59.0525,,1.67E-12,,,,
3FGL J0248.5+6022,PointSource,42.147,60.3725,,1.51E-11,,,,
3FGL J0243.5+7119,PointSource,40.8794,71.3277,,1.79E-13,,,,
3FGL J0304.9+6817,PointSource,46.233,68.2975,,4.57E-11,,,,
3FGL J0540.3+2756e,DiffuseSource,85.1,27.94,1.5,1.82E-11,,,,
3FGL J1514.0-5915e,DiffuseSource,228.507,-59.256,0.25,,,,,
3FGL J1503.5-5801,PointSource,225.8925,-58.0294,,2.75E-12,,,,
3FGL J1510.2-5754,PointSource,227.5697,-57.9156,,3.49E-12,,,,
3FGL J1509.4-5850,PointSource,227.3655,-58.8446,,9.69E-12,,,,
3FGL J1513.9-5908,PointSource,228.4818,-59.1358,,3.70E-10,,,,
3FGL J0747.2-3311,PointSource,116.8145,-33.1857,,5.87E-12,,,,
3FGL J0622.9+3326,PointSource,95.7346,33.4357,,3.73E-11,,,,
3FGL J0623.3+3043,PointSource,95.8272,30.7248,,2.12E-14,,,,
3FGL J0639.9+3250,PointSource,99.9877,32.8394,,2.65E-12,,,,
3FGL J0751.7-2944,PointSource,117.9383,-29.7342,,9.93E-13,,,,
3FGL J0742.7-2824,PointSource,115.6803,-28.4052,,6.84E-12,,,,
3FGL J0804.0-3629,PointSource,121.0238,-36.4966,,3.37E-14,,,,
3FGL J2014.9+1623,PointSource,303.7433,16.3978,,4.93E-13,,,,
3FGL J2031.0+1937,PointSource,307.7607,19.6188,,4.24E-14,,,,
3FGL J1959.5+2047,PointSource,299.8926,20.7978,,6.15E-12,,,,
3FGL J0955.6-6148,PointSource,148.9127,-61.8142,,5.49E-13,,,,
3FGL J0956.7-6441,PointSource,149.1854,-64.6928,,1.32E-12,,,,
3FGL J0746.6-0706,PointSource,116.6604,-7.1148,,9.08E-14,,,,
3FGL J0747.4-0734,PointSource,116.8628,-7.5801,,6.04E-14,,,,
3FGL J1015.2-4512,PointSource,153.8065,-45.2131,,2.32E-13,,,,
3FGL J1024.4-4545,PointSource,156.1036,-45.7517,,1.36E-14,,,,
3FGL J0656.2-0323,PointSource,104.0538,-3.3897,,9.32E-12,,,,
3FGL J0659.2-0439c,PointSource,104.8022,-4.6526,,7.72E-13,,,,
3FGL J0705.7-0006,PointSource,106.438,-0.1127,,2.16E-13,,,,
3FGL J0709.7-0256,PointSource,107.446,-2.9391,,4.05E-12,,,,
3FGL J0721.5-0221,PointSource,110.3754,-2.3616,,2.50E-14,,,,
3FGL J0725.8-0054,PointSource,111.4682,-0.9086,,5.66E-13,,,,
3FGL J1549.1-5347c,PointSource,237.2999,-53.7842,,3.65E-11,,,,
3FGL J1552.8-5330,PointSource,238.2121,-53.5131,,1.95E-12,,,,
3FGL J1554.4-5315c,PointSource,238.6102,-53.2619,,2.44E-13,,,,
3FGL J0047.0+5658,PointSource,11.7669,56.9715,,1.36E-12,,,,
3FGL J0047.9+5447,PointSource,11.9842,54.797,,9.42E-16,,,,
3FGL J0102.8+5825,PointSource,15.7042,58.4245,,3.51E-11,,,,
3FGL J0103.4+5336,PointSource,15.8638,53.6153,,9.92E-14,,,,
3FGL J1123.2-6415,PointSource,170.8079,-64.2609,,6.51E-11,,,,
3FGL J1136.6-6826,PointSource,174.1733,-68.4385,,4.73E-12,,,,
3FGL J1142.1-6941,PointSource,175.5324,-69.6847,,1.29E-12,,,,
3FGL J0340.4+5302,PointSource,55.1005,53.0484,,2.97E-10,,,,
3FGL J0352.9+5655,PointSource,58.2368,56.9213,,1.85E-14,,,,
3FGL J0359.5+5413,PointSource,59.8811,54.222,,8.26E-12,,,,
3FGL J0626.8+1743,PointSource,96.7115,17.7317,,2.30E-12,,,,
3FGL J0631.2+2019,PointSource,97.803,20.3282,,5.29E-13,,,,
3FGL J0633.9+1746,PointSource,98.4788,17.7732,,9.38E-10,,,,
3FGL J1911.7+0307,PointSource,287.9311,3.1301,,3.67E-13,,,,
3FGL J1919.0+0452,PointSource,289.7607,4.8739,,2.29E-12,,,,
3FGL J1921.2+0136,PointSource,290.3066,1.6072,,1.30E-12,,,,
3FGL J0810.5-5214,PointSource,122.6301,-52.2473,,3.04E-12,,,,
3FGL J0816.1-5044,PointSource,124.0278,-50.7484,,2.40E-12,,,,
3FGL J0826.3-5056,PointSource,126.5885,-50.9478,,3.63E-13,,,,
3FGL J0829.8-5239,PointSource,127.4685,-52.6586,,2.11E-12,,,,
3FGL J0845.1-5458,PointSource,131.2966,-54.9736,,2.70E-12,,,,
3FGL J1457.6-5355,PointSource,224.4122,-53.9259,,3.76E-13,,,,
3FGL J1508.7-4956,PointSource,227.1842,-49.9335,,1.51E-11,,,,
3FGL J1514.5-4750,PointSource,228.6409,-47.8355,,1.80E-12,,,,
3FGL J1514.2-4947,PointSource,228.5576,-49.7844,,3.08E-12,,,,
3FGL J0825.8-3217,PointSource,126.4536,-32.2856,,3.29E-12,,,,
3FGL J0838.8-2829,PointSource,129.7041,-28.4892,,1.10E-12,,,,
3FGL J0846.8-2638,PointSource,131.7156,-26.6498,,9.17E-13,,,,
3FGL J0849.5-2912,PointSource,132.3905,-29.2032,,2.53E-13,,,,
3FGL J0858.1-3130,PointSource,134.5463,-31.5126,,5.50E-15,,,,
3FGL J1610.6-3956,PointSource,242.6503,-39.9422,,6.35E-12,,,,
3FGL J1624.2-3957,PointSource,246.0661,-39.9566,,1.41E-12,,,,
3FGL J1624.2-4041,PointSource,246.0594,-40.6865,,3.76E-12,,,,
3FGL J1033.4-5035,PointSource,158.3743,-50.5946,,1.33E-13,,,,
3FGL J1038.9-5311,PointSource,159.7352,-53.1861,,7.09E-11,,,,
3FGL J1048.8-5006,PointSource,162.2058,-50.1061,,2.12E-13,,,,
3FGL J1615.3-5146e,DiffuseSource,243.83,-51.78,0.42,2.87E-13,,,,
3FGL J1616.2-5054e,DiffuseSource,244.06,-50.91,0.32,1.86E-12,,,,
3FGL J1620.0-5101,PointSource,245.0092,-51.0278,,3.25E-13,,,,
3FGL J1620.8-5149,PointSource,245.2026,-51.8298,,3.85E-14,,,,
3FGL J1817.3-3033,PointSource,274.3424,-30.5522,,8.26E-14,,,,
3FGL J1816.2-2726,PointSource,274.0586,-27.4461,,1.41E-12,,,,
3FGL J1823.7-3019,PointSource,275.927,-30.3287,,6.28E-13,,,,
3FGL J1818.6+0903,PointSource,274.6552,9.061,,2.44E-12,,,,
3FGL J1830.1+0617,PointSource,277.5375,6.2916,,4.63E-13,,,,
3FGL J1828.9-2417,PointSource,277.2454,-24.2917,,6.12E-14,,,,
3FGL J1831.0-2714,PointSource,277.7632,-27.2348,,1.65E-13,,,,
3FGL J1824.6-2451,PointSource,276.1598,-24.8603,,6.01E-12,,,,
3FGL J1835.4+1349,PointSource,278.859,13.826,,5.81E-13,,,,
3FGL J1844.3+1547,PointSource,281.0834,15.7858,,3.13E-13,,,,
3FGL J0332.4+4644,PointSource,53.1234,46.7358,,1.47E-12,,,,
3FGL J0348.1+4431,PointSource,57.0475,44.5292,,1.97E-13,,,,
3FGL J0354.1+4643,PointSource,58.531,46.718,,5.93E-13,,,,
3FGL J0000.1+6545,PointSource,0.0377,65.7517,,1.01E-12,,,,
3FGL J0004.2+6757,PointSource,1.0551,67.9593,,6.01E-13,,,,
3FGL J0008.7+6558,PointSource,2.1913,65.9677,,1.45E-11,,,,
3FGL J0008.5+6853,PointSource,2.1409,68.887,,4.26E-12,,,,
3FGL J0012.4+7040,PointSource,3.11,70.6721,,5.51E-13,,,,
3FGL J2353.3+6639,PointSource,358.3372,66.6592,,9.12E-12,,,,
3FGL J2355.4+6939,PointSource,358.8638,69.6505,,6.63E-13,,,,
3FGL J2356.9+6812,PointSource,359.2388,68.2148,,1.68E-12,,,,
3FGL J1744.7-2252,PointSource,266.1809,-22.8695,,2.17E-11,,,,
3FGL J1748.9-2021,PointSource,267.2355,-20.3544,,1.49E-11,,,,
3FGL J1750.9-2220,PointSource,267.7426,-22.3448,,4.59E-13,,,,
3FGL J1741.9-2054,PointSource,265.4909,-20.9139,,6.05E-11,,,,
3FGL J2045.2+5026e,DiffuseSource,311.32,50.44,1.19,5.76E-11,,,,
3FGL J2038.8+5113,PointSource,309.703,51.2207,,2.81E-11,,,,
3FGL J2039.5+5217,PointSource,309.8942,52.2984,,6.95E-15,,,,
3FGL J2056.7+4938,PointSource,314.1788,49.6415,,3.09E-14,,,,
3FGL J0332.4+6110,PointSource,53.1208,61.1701,,6.18E-12,,,,
3FGL J0332.0+6308,PointSource,53.0012,63.1478,,7.30E-13,,,,
3FGL J0333.9+6538,PointSource,53.4862,65.6376,,4.72E-14,,,,
3FGL J0348.4+6039,PointSource,57.105,60.6634,,7.43E-15,,,,
3FGL J0358.8+6002,PointSource,59.7126,60.0399,,4.57E-12,,,,
3FGL J2102.3+4547,PointSource,315.589,45.785,,3.51E-12,,,,
3FGL J2102.8+4704,PointSource,315.7239,47.0695,,7.72E-14,,,,
3FGL J2116.2+4422,PointSource,319.0635,44.3805,,7.29E-12,,,,
3FGL J2111.4+4605,PointSource,317.8663,46.0896,,4.91E-12,,,,
3FGL J1619.0-5014c,PointSource,244.7731,-50.2437,,1.45E-12,,,,
3FGL J1622.9-5004,PointSource,245.7263,-50.0753,,1.60E-12,,,,
3FGL J1626.2-4911,PointSource,246.5692,-49.1973,,4.43E-14,,,,
3FGL J1628.9-4852,PointSource,247.2378,-48.8741,,1.58E-12,,,,
3FGL J1620.8-4928,PointSource,245.2045,-49.4705,,1.14E-11,,,,
3FGL J0523.7+3328,PointSource,80.9324,33.4742,,7.03E-12,,,,
3FGL J0537.4+3604c,PointSource,84.3505,36.0747,,1.17E-13,,,,
3FGL J0540.8+3503c,PointSource,85.2148,35.0643,,1.03E-12,,,,
3FGL J0541.1+3553,PointSource,85.2775,35.8975,,2.51E-12,,,,
3FGL J0534.5+2201i,PointSource,83.6331,22.0199,,1.83E-11,,,,
3FGL J0534.5+2201s,PointSource,83.6331,22.0199,,1.14E-08,,,,
3FGL J0521.7+2113,PointSource,80.4431,21.2224,,1.83E-12,,,,
3FGL J0526.4+2247,PointSource,81.6091,22.798,,1.45E-13,,,,
3FGL J0544.7+2239,PointSource,86.1758,22.6572,,5.14E-13,,,,
3FGL J0534.5+2201,PointSource,83.6372,22.0241,,5.54E-10,,,,
3FGL J0528.3+1815,PointSource,82.078,18.2608,,3.30E-15,,,,
3FGL J0538.9+1646,PointSource,84.7486,16.7734,,2.31E-14,,,,
3FGL J0539.8+1434,PointSource,84.9575,14.5709,,8.12E-13,,,,
3FGL J0620.4+2644,PointSource,95.1211,26.7395,,5.08E-15,,,,
3FGL J0621.0+2514,PointSource,95.2728,25.242,,3.53E-13,,,,
3FGL J0628.4+2429,PointSource,97.123,24.498,,9.64E-14,,,,
3FGL J0647.8+1751,PointSource,101.9623,17.8514,,2.18E-12,,,,
3FGL J0650.5+2055,PointSource,102.6444,20.9299,,8.02E-15,,,,
3FGL J0700.0+1709,PointSource,105.0231,17.1563,,5.44E-12,,,,
3FGL J0704.1-1043,PointSource,106.0345,-10.7218,,2.62E-12,,,,
3FGL J0707.7-1035c,PointSource,106.9275,-10.5922,,4.63E-13,,,,
