shapeid,ID,MARE_NAME,Perimtr_km,Area_km
278.0.ring152,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring153,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring154,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring155,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring156,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring157,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring158,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring159,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring160,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring161,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring162,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring163,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring164,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring165,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring166,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring167,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring168,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring169,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring170,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring171,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring172,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring173,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring174,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring175,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring176,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring177,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring178,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring179,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring180,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring181,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring182,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring183,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring184,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring185,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring186,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring187,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring188,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring189,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring190,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring191,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring192,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring193,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring194,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring195,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring196,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring197,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring198,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring199,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring200,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring201,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring202,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring203,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring204,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring205,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring206,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring207,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring208,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring209,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring210,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring211,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring212,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring213,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring214,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring215,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring216,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring217,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring218,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring219,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring220,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring221,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring222,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring223,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring224,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring225,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring226,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring227,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring228,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring229,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring230,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring231,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring232,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring233,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring234,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring235,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring236,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring237,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring238,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring239,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring240,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring241,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring242,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring243,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring244,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring245,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring246,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring247,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring248,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring249,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring250,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring251,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring252,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring253,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring254,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring255,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring256,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring257,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring258,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring259,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring260,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring261,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring262,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring263,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring264,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring265,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring266,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring267,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring268,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring269,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring270,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring271,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring272,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring273,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring274,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring275,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring276,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring277,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring278,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring279,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring280,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring281,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring282,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring283,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring284,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring285,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring286,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring287,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring288,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring289,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring290,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring291,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring292,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring293,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring294,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring295,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring296,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring297,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring298,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring299,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring300,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring301,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring302,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring303,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring304,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring305,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring306,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring307,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring308,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring309,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring310,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring311,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring312,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring313,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring314,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring315,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring316,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring317,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring318,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring319,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring320,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring321,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring322,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring323,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring324,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring325,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring326,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring327,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring328,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring329,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring330,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring331,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring332,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring333,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring334,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring335,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring336,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring337,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring338,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring339,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring340,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring341,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring342,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring343,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring344,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring345,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring346,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring347,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring348,0,Mare Imbrium,19801.4691,848263.5852
278.0.ring349,0,Mare Imbrium,19801.4691,848263.5852
279,0,Mare Imbrium,223.5070492,807.0750533
280,0,Mare Imbrium,260.4680524,3476.654238
280.0.ring1,0,Mare Imbrium,260.4680524,3476.654238
281,0,Mare Imbrium,1214.205774,10972.34767
281.0.ring1,0,Mare Imbrium,1214.205774,10972.34767
281.0.ring2,0,Mare Imbrium,1214.205774,10972.34767
281.0.ring3,0,Mare Imbrium,1214.205774,10972.34767
281.0.ring4,0,Mare Imbrium,1214.205774,10972.34767
281.0.ring5,0,Mare Imbrium,1214.205774,10972.34767
281.0.ring6,0,Mare Imbrium,1214.205774,10972.34767
281.0.ring7,0,Mare Imbrium,1214.205774,10972.34767
282,0,Mare Imbrium,235.0215739,381.6370314
283,0,Mare Imbrium,241.9946913,1820.079636
284,0,Mare Imbrium,289.6896837,895.6709944
285,0,Mare Imbrium,196.5337601,479.1517192
286,0,Mare Imbrium,158.4679039,873.63414
287,0,Mare Imbrium,178.6633219,629.7014262
288,0,Mare Imbrium,27.92636298,40.31245532
289,0,Mare Imbrium,145.3813474,244.1495694
290,0,Mare Imbrium,60.42418918,141.9335673
291,0,Mare Imbrium,57.58521479,64.16478646
292,0,Mare Imbrium,53.45505217,119.1798364
293,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring1,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring2,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring3,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring4,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring5,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring6,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring7,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring8,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring9,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring10,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring11,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring12,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring13,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring14,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring15,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring16,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring17,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring18,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring19,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring20,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring21,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring22,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring23,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring24,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring25,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring26,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring27,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring28,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring29,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring30,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring31,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring32,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring33,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring34,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring35,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring36,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring37,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring38,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring39,0,Mare Ingenii,4472.097614,32040.80634
293.0.ring40,0,Mare Ingenii,4472.097614,32040.80634
294,0,Mare Ingenii,104.1640554,276.4119158
295,0,Mare Ingenii,145.3951393,326.0921329
296,1,Mare Insularum,32395.98866,417516.3018
296.1,1,Mare Insularum,32395.98866,417516.3018
296.2,1,Mare Insularum,32395.98866,417516.3018
296.3,1,Mare Insularum,32395.98866,417516.3018
296.4,1,Mare Insularum,32395.98866,417516.3018
296.4.ring1,1,Mare Insularum,32395.98866,417516.3018
296.4.ring2,1,Mare Insularum,32395.98866,417516.3018
296.4.ring3,1,Mare Insularum,32395.98866,417516.3018
296.4.ring4,1,Mare Insularum,32395.98866,417516.3018
296.4.ring5,1,Mare Insularum,32395.98866,417516.3018
296.4.ring6,1,Mare Insularum,32395.98866,417516.3018
296.4.ring7,1,Mare Insularum,32395.98866,417516.3018
296.4.ring8,1,Mare Insularum,32395.98866,417516.3018
296.4.ring9,1,Mare Insularum,32395.98866,417516.3018
296.4.ring10,1,Mare Insularum,32395.98866,417516.3018
296.4.ring11,1,Mare Insularum,32395.98866,417516.3018
296.4.ring12,1,Mare Insularum,32395.98866,417516.3018
296.4.ring13,1,Mare Insularum,32395.98866,417516.3018
296.4.ring14,1,Mare Insularum,32395.98866,417516.3018
296.4.ring15,1,Mare Insularum,32395.98866,417516.3018
296.4.ring16,1,Mare Insularum,32395.98866,417516.3018
296.4.ring17,1,Mare Insularum,32395.98866,417516.3018
296.4.ring18,1,Mare Insularum,32395.98866,417516.3018
296.4.ring19,1,Mare Insularum,32395.98866,417516.3018
296.4.ring20,1,Mare Insularum,32395.98866,417516.3018
296.4.ring21,1,Mare Insularum,32395.98866,417516.3018
296.4.ring22,1,Mare Insularum,32395.98866,417516.3018
296.4.ring23,1,Mare Insularum,32395.98866,417516.3018
296.4.ring24,1,Mare Insularum,32395.98866,417516.3018
296.4.ring25,1,Mare Insularum,32395.98866,417516.3018
296.4.ring26,1,Mare Insularum,32395.98866,417516.3018
296.4.ring27,1,Mare Insularum,32395.98866,417516.3018
296.4.ring28,1,Mare Insularum,32395.98866,417516.3018
296.4.ring29,1,Mare Insularum,32395.98866,417516.3018
296.4.ring30,1,Mare Insularum,32395.98866,417516.3018
296.4.ring31,1,Mare Insularum,32395.98866,417516.3018
296.4.ring32,1,Mare Insularum,32395.98866,417516.3018
296.4.ring33,1,Mare Insularum,32395.98866,417516.3018
296.4.ring34,1,Mare Insularum,32395.98866,417516.3018
296.4.ring35,1,Mare Insularum,32395.98866,417516.3018
296.4.ring36,1,Mare Insularum,32395.98866,417516.3018
296.4.ring37,1,Mare Insularum,32395.98866,417516.3018
296.4.ring38,1,Mare Insularum,32395.98866,417516.3018
296.4.ring39,1,Mare Insularum,32395.98866,417516.3018
296.4.ring40,1,Mare Insularum,32395.98866,417516.3018
296.4.ring41,1,Mare Insularum,32395.98866,417516.3018
296.4.ring42,1,Mare Insularum,32395.98866,417516.3018
296.4.ring43,1,Mare Insularum,32395.98866,417516.3018
296.4.ring44,1,Mare Insularum,32395.98866,417516.3018
296.4.ring45,1,Mare Insularum,32395.98866,417516.3018
296.4.ring46,1,Mare Insularum,32395.98866,417516.3018
296.4.ring47,1,Mare Insularum,32395.98866,417516.3018
296.4.ring48,1,Mare Insularum,32395.98866,417516.3018
296.4.ring49,1,Mare Insularum,32395.98866,417516.3018
296.4.ring50,1,Mare Insularum,32395.98866,417516.3018
296.4.ring51,1,Mare Insularum,32395.98866,417516.3018
296.4.ring52,1,Mare Insularum,32395.98866,417516.3018
296.4.ring53,1,Mare Insularum,32395.98866,417516.3018
296.4.ring54,1,Mare Insularum,32395.98866,417516.3018
296.4.ring55,1,Mare Insularum,32395.98866,417516.3018
296.4.ring56,1,Mare Insularum,32395.98866,417516.3018
296.4.ring57,1,Mare Insularum,32395.98866,417516.3018
296.4.ring58,1,Mare Insularum,32395.98866,417516.3018
296.4.ring59,1,Mare Insularum,32395.98866,417516.3018
296.4.ring60,1,Mare Insularum,32395.98866,417516.3018
296.4.ring61,1,Mare Insularum,32395.98866,417516.3018
296.4.ring62,1,Mare Insularum,32395.98866,417516.3018
296.4.ring63,1,Mare Insularum,32395.98866,417516.3018
296.4.ring64,1,Mare Insularum,32395.98866,417516.3018
296.4.ring65,1,Mare Insularum,32395.98866,417516.3018
296.4.ring66,1,Mare Insularum,32395.98866,417516.3018
296.4.ring67,1,Mare Insularum,32395.98866,417516.3018
296.4.ring68,1,Mare Insularum,32395.98866,417516.3018
296.4.ring69,1,Mare Insularum,32395.98866,417516.3018
296.4.ring70,1,Mare Insularum,32395.98866,417516.3018
296.4.ring71,1,Mare Insularum,32395.98866,417516.3018
296.4.ring72,1,Mare Insularum,32395.98866,417516.3018
296.4.ring73,1,Mare Insularum,32395.98866,417516.3018
296.4.ring74,1,Mare Insularum,32395.98866,417516.3018
296.4.ring75,1,Mare Insularum,32395.98866,417516.3018
296.4.ring76,1,Mare Insularum,32395.98866,417516.3018
296.4.ring77,1,Mare Insularum,32395.98866,417516.3018
296.4.ring78,1,Mare Insularum,32395.98866,417516.3018
296.4.ring79,1,Mare Insularum,32395.98866,417516.3018
296.4.ring80,1,Mare Insularum,32395.98866,417516.3018
296.4.ring81,1,Mare Insularum,32395.98866,417516.3018
296.4.ring82,1,Mare Insularum,32395.98866,417516.3018
296.4.ring83,1,Mare Insularum,32395.98866,417516.3018
296.4.ring84,1,Mare Insularum,32395.98866,417516.3018
296.4.ring85,1,Mare Insularum,32395.98866,417516.3018
296.4.ring86,1,Mare Insularum,32395.98866,417516.3018
296.4.ring87,1,Mare Insularum,32395.98866,417516.3018
296.4.ring88,1,Mare Insularum,32395.98866,417516.3018
296.4.ring89,1,Mare Insularum,32395.98866,417516.3018
296.4.ring90,1,Mare Insularum,32395.98866,417516.3018
296.4.ring91,1,Mare Insularum,32395.98866,417516.3018
296.4.ring92,1,Mare Insularum,32395.98866,417516.3018
296.4.ring93,1,Mare Insularum,32395.98866,417516.3018
296.4.ring94,1,Mare Insularum,32395.98866,417516.3018
296.4.ring95,1,Mare Insularum,32395.98866,417516.3018
296.4.ring96,1,Mare Insularum,32395.98866,417516.3018
296.4.ring97,1,Mare Insularum,32395.98866,417516.3018
296.4.ring98,1,Mare Insularum,32395.98866,417516.3018
296.4.ring99,1,Mare Insularum,32395.98866,417516.3018
296.4.ring100,1,Mare Insularum,32395.98866,417516.3018
296.4.ring101,1,Mare Insularum,32395.98866,417516.3018
296.4.ring102,1,Mare Insularum,32395.98866,417516.3018
296.4.ring103,1,Mare Insularum,32395.98866,417516.3018
296.4.ring104,1,Mare Insularum,32395.98866,417516.3018
296.4.ring105,1,Mare Insularum,32395.98866,417516.3018
296.4.ring106,1,Mare Insularum,32395.98866,417516.3018
296.4.ring107,1,Mare Insularum,32395.98866,417516.3018
296.4.ring108,1,Mare Insularum,32395.98866,417516.3018
296.4.ring109,1,Mare Insularum,32395.98866,417516.3018
296.4.ring110,1,Mare Insularum,32395.98866,417516.3018
296.4.ring111,1,Mare Insularum,32395.98866,417516.3018
296.4.ring112,1,Mare Insularum,32395.98866,417516.3018
296.4.ring113,1,Mare Insularum,32395.98866,417516.3018
296.4.ring114,1,Mare Insularum,32395.98866,417516.3018
296.4.ring115,1,Mare Insularum,32395.98866,417516.3018
296.4.ring116,1,Mare Insularum,32395.98866,417516.3018
296.4.ring117,1,Mare Insularum,32395.98866,417516.3018
296.4.ring118,1,Mare Insularum,32395.98866,417516.3018
296.4.ring119,1,Mare Insularum,32395.98866,417516.3018
296.4.ring120,1,Mare Insularum,32395.98866,417516.3018
296.4.ring121,1,Mare Insularum,32395.98866,417516.3018
296.4.ring122,1,Mare Insularum,32395.98866,417516.3018
296.4.ring123,1,Mare Insularum,32395.98866,417516.3018
296.4.ring124,1,Mare Insularum,32395.98866,417516.3018
296.4.ring125,1,Mare Insularum,32395.98866,417516.3018
296.4.ring126,1,Mare Insularum,32395.98866,417516.3018
296.4.ring127,1,Mare Insularum,32395.98866,417516.3018
296.4.ring128,1,Mare Insularum,32395.98866,417516.3018
296.4.ring129,1,Mare Insularum,32395.98866,417516.3018
296.4.ring130,1,Mare Insularum,32395.98866,417516.3018
296.4.ring131,1,Mare Insularum,32395.98866,417516.3018
296.4.ring132,1,Mare Insularum,32395.98866,417516.3018
296.4.ring133,1,Mare Insularum,32395.98866,417516.3018
296.4.ring134,1,Mare Insularum,32395.98866,417516.3018
296.4.ring135,1,Mare Insularum,32395.98866,417516.3018
296.4.ring136,1,Mare Insularum,32395.98866,417516.3018
296.4.ring137,1,Mare Insularum,32395.98866,417516.3018
296.4.ring138,1,Mare Insularum,32395.98866,417516.3018
296.4.ring139,1,Mare Insularum,32395.98866,417516.3018
296.4.ring140,1,Mare Insularum,32395.98866,417516.3018
296.4.ring141,1,Mare Insularum,32395.98866,417516.3018
296.4.ring142,1,Mare Insularum,32395.98866,417516.3018
296.4.ring143,1,Mare Insularum,32395.98866,417516.3018
296.4.ring144,1,Mare Insularum,32395.98866,417516.3018
296.4.ring145,1,Mare Insularum,32395.98866,417516.3018
296.4.ring146,1,Mare Insularum,32395.98866,417516.3018
296.4.ring147,1,Mare Insularum,32395.98866,417516.3018
296.4.ring148,1,Mare Insularum,32395.98866,417516.3018
296.4.ring149,1,Mare Insularum,32395.98866,417516.3018
296.4.ring150,1,Mare Insularum,32395.98866,417516.3018
296.4.ring151,1,Mare Insularum,32395.98866,417516.3018
296.4.ring152,1,Mare Insularum,32395.98866,417516.3018
296.4.ring153,1,Mare Insularum,32395.98866,417516.3018
296.4.ring154,1,Mare Insularum,32395.98866,417516.3018
296.4.ring155,1,Mare Insularum,32395.98866,417516.3018
296.4.ring156,1,Mare Insularum,32395.98866,417516.3018
296.4.ring157,1,Mare Insularum,32395.98866,417516.3018
296.4.ring158,1,Mare Insularum,32395.98866,417516.3018
296.4.ring159,1,Mare Insularum,32395.98866,417516.3018
296.4.ring160,1,Mare Insularum,32395.98866,417516.3018
296.4.ring161,1,Mare Insularum,32395.98866,417516.3018
296.4.ring162,1,Mare Insularum,32395.98866,417516.3018
296.4.ring163,1,Mare Insularum,32395.98866,417516.3018
296.4.ring164,1,Mare Insularum,32395.98866,417516.3018
296.4.ring165,1,Mare Insularum,32395.98866,417516.3018
296.4.ring166,1,Mare Insularum,32395.98866,417516.3018
296.4.ring167,1,Mare Insularum,32395.98866,417516.3018
296.4.ring168,1,Mare Insularum,32395.98866,417516.3018
296.4.ring169,1,Mare Insularum,32395.98866,417516.3018
296.4.ring170,1,Mare Insularum,32395.98866,417516.3018
296.4.ring171,1,Mare Insularum,32395.98866,417516.3018
296.4.ring172,1,Mare Insularum,32395.98866,417516.3018
296.4.ring173,1,Mare Insularum,32395.98866,417516.3018
296.4.ring174,1,Mare Insularum,32395.98866,417516.3018
296.4.ring175,1,Mare Insularum,32395.98866,417516.3018
296.4.ring176,1,Mare Insularum,32395.98866,417516.3018
296.4.ring177,1,Mare Insularum,32395.98866,417516.3018
296.4.ring178,1,Mare Insularum,32395.98866,417516.3018
296.4.ring179,1,Mare Insularum,32395.98866,417516.3018
296.4.ring180,1,Mare Insularum,32395.98866,417516.3018
296.4.ring181,1,Mare Insularum,32395.98866,417516.3018
296.4.ring182,1,Mare Insularum,32395.98866,417516.3018
296.4.ring183,1,Mare Insularum,32395.98866,417516.3018
296.4.ring184,1,Mare Insularum,32395.98866,417516.3018
296.4.ring185,1,Mare Insularum,32395.98866,417516.3018
296.4.ring186,1,Mare Insularum,32395.98866,417516.3018
296.4.ring187,1,Mare Insularum,32395.98866,417516.3018
296.4.ring188,1,Mare Insularum,32395.98866,417516.3018
296.4.ring189,1,Mare Insularum,32395.98866,417516.3018
296.4.ring190,1,Mare Insularum,32395.98866,417516.3018
296.4.ring191,1,Mare Insularum,32395.98866,417516.3018
296.4.ring192,1,Mare Insularum,32395.98866,417516.3018
296.4.ring193,1,Mare Insularum,32395.98866,417516.3018
